package,in_degree,betweenness,eigenvector,kcore,predicted_risk
aiozoneinfo,1,0.0,0.0028697469147950867,1,0.005064971017318167
lru-dict,1,0.0,0.0028697469147950867,1,0.005064971017318167
zeroconf,1,0.0,0.0028697469147950867,1,0.005064971017318167
voluptuous,1,0.0,0.0028697469147950867,1,0.005064971017318167
aiohttp-asyncmdnsresolver,1,0.0,0.0028697469147950867,1,0.005064971017318167
ulid-transform,1,0.0,0.0028697469147950867,1,0.005064971017318167
hass-nabucasa,1,0.0,0.0028697469147950867,1,0.005064971017318167
standard-aifc,1,0.0,0.0028697469147950867,1,0.005064971017318167
voluptuous-serialize,1,0.0,0.0028697469147950867,1,0.005064971017318167
async-interrupt,1,0.0,0.0028697469147950867,1,0.005064971017318167
ciso8601,1,0.0,0.0028697469147950867,1,0.005064971017318167
voluptuous-openapi,1,0.0,0.0028697469147950867,1,0.005064971017318167
aiohasupervisor,1,0.0,0.0028697469147950867,1,0.005064971017318167
pydata-google-auth,1,0.0,0.002850766595255728,1,0.005056429873525455
datafusion,1,0.0,0.002850766595255728,1,0.005056429873525455
toolz,1,0.0,0.002850766595255728,1,0.005056429873525455
pydruid,1,0.0,0.002850766595255728,1,0.005056429873525455
pandas-gbq,1,0.0,0.002850766595255728,1,0.005056429873525455
databricks-sql-connector-core,1,0.0,0.002850766595255728,1,0.005056429873525455
impyla,1,0.0,0.002850766595255728,1,0.005056429873525455
pyarrow-hotfix,1,0.0,0.002850766595255728,1,0.005056429873525455
atpublic,1,0.0,0.002850766595255728,1,0.005056429873525455
psycopg2,1,0.0,0.002850766595255728,1,0.005056429873525455
pyproj,1,0.0,0.002850766595255728,1,0.005056429873525455
geopandas,1,0.0,0.002850766595255728,1,0.005056429873525455
pyathena,1,0.0,0.002850766595255728,1,0.005056429873525455
db-dtypes,1,0.0,0.002850766595255728,1,0.005056429873525455
pins,1,0.0,0.002850766595255728,1,0.005056429873525455
parsy,1,0.0,0.002850766595255728,1,0.005056429873525455
geoarrow-types,1,0.0,0.002850766595255728,1,0.005056429873525455
pyexasol,1,0.0,0.002850766595255728,1,0.005056429873525455
flake8-pyproject,1,0.0,0.002815312319207477,1,0.005040475449303742
sphinx-sitemap,1,0.0,0.002815312319207477,1,0.005040475449303742
uuid6,1,0.0,0.002815312319207477,1,0.005040475449303742
ipdb,1,0.0,0.002815312319207477,1,0.005040475449303742
sse-starlette,1,0.0,0.0027437821776829796,1,0.005008286885617719
twython,1,0.0,0.0027404368621043703,1,0.005006781493607344
python-crfsuite,1,0.0,0.0027404368621043703,1,0.005006781493607344
flit,1,0.0,0.0027068673866022194,1,0.004991675229631376
pytest-socket,1,0.0,0.0027068673866022194,1,0.004991675229631376
myst_parser,1,0.0,0.0027068673866022194,1,0.004991675229631376
rich-click,1,0.0,0.0026798131683302287,1,0.00497950083140898
opentelemetry-instrumentation-asgi,1,0.0,0.0026798131683302287,1,0.00497950083140898
jsbeautifier,1,0.0,0.0026798131683302287,1,0.00497950083140898
litestar-htmx,1,0.0,0.0026798131683302287,1,0.00497950083140898
picologging,1,0.0,0.0026798131683302287,1,0.00497950083140898
piccolo,1,0.0,0.0026798131683302287,1,0.00497950083140898
polyfactory,1,0.0,0.0026798131683302287,1,0.00497950083140898
fast-query-parsers,1,0.0,0.0026798131683302287,1,0.00497950083140898
minijinja,1,0.0,0.0026798131683302287,1,0.00497950083140898
advanced-alchemy,1,0.0,0.0026798131683302287,1,0.00497950083140898
multipart,1,0.0,0.0026798131683302287,1,0.00497950083140898
valkey,1,0.0,0.0026798131683302287,1,0.00497950083140898
mako,1,0.0,0.0026798131683302287,1,0.00497950083140898
pathlib2,1,0.0,0.0025833687110262513,1,0.004936100825622191
referencing,1,0.0,0.0025833687110262513,1,0.004936100825622191
furl,1,0.0,0.0025833687110262513,1,0.004936100825622191
gitdb,1,0.0,0.0025550183180511137,1,0.004923343148783378
ddt,1,0.0,0.0025550183180511137,1,0.004923343148783378
pytest-instafail,1,0.0,0.0025550183180511137,1,0.004923343148783378
mlx-lm,1,0.0,0.002515173759850491,1,0.0049054130975930985
arq,1,0.0,0.002462989710951825,1,0.004881930275588699
clickhouse-driver,1,0.0,0.002462989710951825,1,0.004881930275588699
bottle,1,0.0,0.002462989710951825,1,0.004881930275588699
openfeature-sdk,1,0.0,0.002462989710951825,1,0.004881930275588699
apache-beam,1,0.0,0.002462989710951825,1,0.004881930275588699
celery-redbeat,1,0.0,0.002462989710951825,1,0.004881930275588699
falcon,1,0.0,0.002462989710951825,1,0.004881930275588699
launchdarkly-server-sdk,1,0.0,0.002462989710951825,1,0.004881930275588699
statsig,1,0.0,0.002462989710951825,1,0.004881930275588699
executing,1,0.0,0.002462989710951825,1,0.004881930275588699
unleashclient,1,0.0,0.002462989710951825,1,0.004881930275588699
pure_eval,1,0.0,0.002462989710951825,1,0.004881930275588699
asttokens,1,0.0,0.002462989710951825,1,0.004881930275588699
pydantic-ai,1,0.0,0.002462989710951825,1,0.004881930275588699
starlite,1,0.0,0.002462989710951825,1,0.004881930275588699
flake8-deprecated,1,0.0,0.00229509101720759,1,0.004806375863403793
flake8-mutable,1,0.0,0.00229509101720759,1,0.004806375863403793
flake8-tuple,1,0.0,0.00229509101720759,1,0.004806375863403793
requests-toolbelt,1,0.0,0.00229509101720759,1,0.004806375863403793
flake8-comprehensions,1,0.0,0.00229509101720759,1,0.004806375863403793
pytest-httpbin,1,0.0,0.00229509101720759,1,0.004806375863403793
jupyter-client,1,0.0,0.0022944159224710173,1,0.004806072070772336
sphinxcontrib-openapi,1,0.0,0.0022944159224710173,1,0.004806072070772336
terminado,1,0.0,0.0022944159224710173,1,0.004806072070772336
jupyter-server-terminals,1,0.0,0.0022944159224710173,1,0.004806072070772336
overrides,1,0.0,0.0022944159224710173,1,0.004806072070772336
jupyter-events,1,0.0,0.0022944159224710173,1,0.004806072070772336
pywinpty,1,0.0,0.0022944159224710173,1,0.004806072070772336
send2trash,1,0.0,0.0022944159224710173,1,0.004806072070772336
sphinxcontrib-shellcheck,1,0.0,0.002289467604965323,1,0.004803845327894773
pymongo-auth-aws,1,0.0,0.002289467604965323,1,0.004803845327894773
pykerberos,1,0.0,0.002289467604965323,1,0.004803845327894773
pymongocrypt,1,0.0,0.002289467604965323,1,0.004803845327894773
winkerberos,1,0.0,0.002289467604965323,1,0.004803845327894773
readthedocs-sphinx-search,1,0.0,0.002289467604965323,1,0.004803845327894773
python-snappy,1,0.0,0.002289467604965323,1,0.004803845327894773
djangorestframework,1,0.0,0.002246774474204569,2,0.004784633419052433
fastembed,1,0.0,0.002187562228828367,1,0.004757987908633143
fastembed-gpu,1,0.0,0.002187562228828367,1,0.004757987908633143
readability-lxml,1,0.0,0.002124923374839481,1,0.004729800424338144
cibuildwheel,1,0.0,0.002124923374839481,1,0.004729800424338144
proxy.py,1,0.0,0.002124923374839481,1,0.004729800424338144
trustme,1,0.0,0.002124923374839481,1,0.004729800424338144
pytest-trio,1,0.0,0.002124923374839481,1,0.004729800424338144
graphql-core,1,0.0,0.002113819528800811,1,0.004724803693620742
lia-web,1,0.0,0.002113819528800811,1,0.004724803693620742
channels,1,0.0,0.002113819528800811,1,0.004724803693620742
pyinstrument,1,0.0,0.002113819528800811,1,0.004724803693620742
wmi,1,0.0,0.0020261259459976645,1,0.004685341581359326
quart-trio,1,0.0,0.0020261259459976645,1,0.004685341581359326
python-ldap,1,0.001536853232437749,0.0007539223180722833,2,0.004650748580146117
snowplow-tracker,1,0.0,0.001938318072347662,1,0.004645828038216825
dbt-extractor,1,0.0,0.001938318072347662,1,0.004645828038216825
mashumaro,1,0.0,0.001938318072347662,1,0.004645828038216825
dbt-adapters,1,0.0,0.001938318072347662,1,0.004645828038216825
dbt-semantic-interfaces,1,0.0,0.001938318072347662,1,0.004645828038216825
dbt-common,1,0.0,0.001938318072347662,1,0.004645828038216825
daff,1,0.0,0.001938318072347662,1,0.004645828038216825
dbt-protos,1,0.0,0.001938318072347662,1,0.004645828038216825
agate,1,0.0,0.001938318072347662,1,0.004645828038216825
gevent,1,0.0,0.0019351926391346903,1,0.004644421593270988
psycopg-pool,1,0.0,0.001928127082907874,1,0.004641242092968921
pysbd,1,0.0,0.001928127082907874,1,0.004641242092968921
replicate,1,0.0,0.001928127082907874,1,0.004641242092968921
langchain-cohere,1,0.0,0.001928127082907874,1,0.004641242092968921
gptcache,1,0.0,0.001928127082907874,1,0.004641242092968921
gpt4all,1,0.0,0.001928127082907874,1,0.004641242092968921
together,1,0.0,0.001928127082907874,1,0.004641242092968921
llama-index,0,0.005600237162001119,0.0059203446970423,2,0.004624238120369427
pycryptodomex,1,0.0,0.0018732915879989044,1,0.004616566120259884
yt-dlp-ejs,1,0.0,0.0018732915879989044,1,0.004616566120259884
secretstorage,1,0.0,0.0018732915879989044,1,0.004616566120259884
mutagen,1,0.0,0.0018732915879989044,1,0.004616566120259884
yesqa,1,0.0,0.0018112745273304092,1,0.004588658442959062
pytest-django,1,0.0,0.0018112745273304092,1,0.004588658442959062
pytest-watch,1,0.0,0.0018112745273304092,1,0.004588658442959062
freezegun,1,0.0,0.0018112745273304092,1,0.004588658442959062
pyupgrade,1,0.0,0.0018112745273304092,1,0.004588658442959062
nbsphinx,1,0.0,0.0017700966492972738,1,0.0045701283978441505
langchain-classic,1,0.0,0.0016938422424362697,1,0.004535813914756699
ml_dtypes,1,0.0,0.0016403510259005575,1,0.004511742867315628
oauth2client,1,0.0,0.0016381222332270376,1,0.004510739910612544
flake8-docstrings,1,0.0,0.0016381222332270376,1,0.004510739910612544
palettable,1,0.0,0.0016374912937851406,1,0.00451045598786369
bibtexparser,1,0.0,0.0016374912937851406,1,0.00451045598786369
seekpath,1,0.0,0.0016374912937851406,1,0.00451045598786369
galore,1,0.0,0.0016374912937851406,1,0.00451045598786369
moyopy,1,0.0,0.0016374912937851406,1,0.00451045598786369
ase,1,0.0,0.0016374912937851406,1,0.00451045598786369
chemview,1,0.0,0.0016374912937851406,1,0.00451045598786369
hiphive,1,0.0,0.0016374912937851406,1,0.00451045598786369
monty,1,0.0,0.0016374912937851406,1,0.00451045598786369
jarvis-tools,1,0.0,0.0016374912937851406,1,0.00451045598786369
spglib,1,0.0,0.0016374912937851406,1,0.00451045598786369
netcdf4,1,0.0,0.0016374912937851406,1,0.00451045598786369
f90nml,1,0.0,0.0016374912937851406,1,0.00451045598786369
tblite,1,0.0,0.0016374912937851406,1,0.00451045598786369
fdint,1,0.0,0.0016374912937851406,1,0.00451045598786369
matcalc,1,0.0,0.0016374912937851406,1,0.00451045598786369
pymatgen-analysis-alloys,1,0.0,0.0016374912937851406,1,0.00451045598786369
matgl,1,0.0,0.0016374912937851406,1,0.00451045598786369
phonopy,1,0.0,0.0016374912937851406,1,0.00451045598786369
pyxtal,1,0.0,0.0016374912937851406,1,0.00451045598786369
uncertainties,1,0.0,0.0016374912937851406,1,0.00451045598786369
vtk,1,0.0,0.0016374912937851406,1,0.00451045598786369
pyzeo,1,0.0,0.0016374912937851406,1,0.00451045598786369
twistedchecker,1,0.0,0.001528118819839547,1,0.004461238374588173
pyhamcrest,1,0.0,0.001528118819839547,1,0.004461238374588173
pygobject,1,0.0,0.001528118819839547,1,0.004461238374588173
pydoctor,1,0.0,0.001528118819839547,1,0.004461238374588173
twisted-iocpsupport,1,0.0,0.001528118819839547,1,0.004461238374588173
pyobjc-core,1,0.0,0.001528118819839547,1,0.004461238374588173
hyperlink,1,0.0,0.001528118819839547,1,0.004461238374588173
python-subunit,1,0.0,0.001528118819839547,1,0.004461238374588173
priority,1,0.0,0.001528118819839547,1,0.004461238374588173
pyserial,1,0.0,0.001528118819839547,1,0.004461238374588173
pyflakes,1,0.0,0.001528118819839547,1,0.004461238374588173
incremental,1,0.0,0.001528118819839547,1,0.004461238374588173
cython-test-exception-raiser,1,0.0,0.001528118819839547,1,0.004461238374588173
constantly,1,0.0,0.001528118819839547,1,0.004461238374588173
pyobjc-framework-cocoa,1,0.0,0.001528118819839547,1,0.004461238374588173
automat,1,0.0,0.001528118819839547,1,0.004461238374588173
pyobjc-framework-cfnetwork,1,0.0,0.001528118819839547,1,0.004461238374588173
mypy-zope,1,0.0,0.001528118819839547,1,0.004461238374588173
cyclopts,1,0.0,0.0015229894561241753,1,0.004458930160916256
py-key-value-aio,1,0.0,0.0015229894561241753,1,0.004458930160916256
jsonschema-path,1,0.0,0.0015229894561241753,1,0.004458930160916256
openapi-pydantic,1,0.0,0.0015229894561241753,1,0.004458930160916256
dunamai,1,0.0,0.0014968931991930585,1,0.004447186845297254
questionary,1,0.0,0.0014968931991930585,1,0.004447186845297254
jinja2-ansible-filters,1,0.0,0.0014968931991930585,1,0.004447186845297254
adbc-driver-manager,1,0.0,0.0014921873242439306,1,0.004445069201570146
eth-utils,1,0.0,0.0014865160053729543,1,0.004442517108078207
pytest-pythonpath,1,0.0,0.0014865160053729543,1,0.004442517108078207
eth-hash,1,0.0,0.0014865160053729543,1,0.004442517108078207
eth-typing,1,0.0,0.0014865160053729543,1,0.004442517108078207
bump_my_version,1,0.0,0.0014865160053729543,1,0.004442517108078207
parsimonious,1,0.0,0.0014865160053729543,1,0.004442517108078207
intersphinx-registry,1,0.0,0.0014763637495107261,1,0.0044379485929402045
langgraph-checkpoint,1,8.358654223899614e-05,0.0013616595260534361,2,0.0044155869821680726
cligj,1,0.0,0.0014256545401068583,1,0.004415129448708464
click-plugins,1,0.0,0.0014256545401068583,1,0.004415129448708464
msal,1,0.0,0.001411146451033088,1,0.004408600808625267
msal-extensions,1,0.0,0.001411146451033088,1,0.004408600808625267
azure-core,1,0.0,0.001411146451033088,1,0.004408600808625267
pefile,1,0.0,0.0012185473177837181,1,0.004321931198663051
macholib,1,0.0,0.0012185473177837181,1,0.004321931198663051
pyinstaller-hooks-contrib,1,0.0,0.0012185473177837181,1,0.004321931198663051
altgraph,1,0.0,0.0012185473177837181,1,0.004321931198663051
pywin32-ctypes,1,0.0,0.0012185473177837181,1,0.004321931198663051
execnet,1,0.0,0.0012185473177837181,1,0.004321931198663051
argcomplete,1,0.0,0.0012185473177837181,1,0.004321931198663051
pycrypto,1,0.0,0.0011946153578959206,1,0.004311161816713541
rsa,1,0.0,0.0011946153578959206,1,0.004311161816713541
namex,1,0.0,0.0011169359057861118,1,0.004276206063264128
ml-dtypes,1,0.0,0.0011169359057861118,1,0.004276206063264128
absl-py,1,0.0,0.0011169359057861118,1,0.004276206063264128
jwcrypto,0,0.0,0.009482468174277347,2,0.004267110678424806
big-o,1,0.0,0.0010941388675065695,1,0.004265947396038334
jaraco.itertools,1,0.0,0.0010941388675065695,1,0.004265947396038334
pytest-ignore-flaky,1,0.0,0.0010941388675065695,1,0.004265947396038334
langchain-model-profiles,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-xai,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-perplexity,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-huggingface,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-deepseek,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-azure-ai,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-fireworks,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-google-genai,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-anthropic,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-ollama,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-together,1,0.0,0.001075078498408571,1,0.0042573702299442346
langchain-groq,1,0.0,0.001075078498408571,1,0.0042573702299442346
pydot,1,0.0,0.001057934350663869,1,0.0042496553634591185
rustworkx,1,0.0,0.001057934350663869,1,0.0042496553634591185
symengine,1,0.0,0.001057934350663869,1,0.0042496553634591185
pylatexenc,1,0.0,0.001057934350663869,1,0.0042496553634591185
python-constraint,1,0.0,0.001057934350663869,1,0.0042496553634591185
z3-solver,1,0.0,0.001057934350663869,1,0.0042496553634591185
qiskit-qasm3-import,1,0.0,0.001057934350663869,1,0.0042496553634591185
svglib,1,0.0,0.0010478698371480398,1,0.004245126332376995
pyhanko-certvalidator,1,0.0,0.0010478698371480398,1,0.004245126332376995
sphinx_reredirects,1,0.0,0.0010478698371480398,1,0.004245126332376995
python-bidi,1,0.0,0.0010478698371480398,1,0.004245126332376995
pyhanko,1,0.0,0.0010478698371480398,1,0.004245126332376995
arabic-reshaper,1,0.0,0.0010478698371480398,1,0.004245126332376995
legacy-cgi,1,0.0,0.0010102463171037673,1,0.004228195748357073
pydyf,1,0.0,0.0010067370369922083,1,0.004226616572306871
cssselect2,1,0.0,0.0010067370369922083,1,0.004226616572306871
tinycss2,1,0.0,0.0010067370369922083,1,0.004226616572306871
tinyhtml5,1,0.0,0.0010067370369922083,1,0.004226616572306871
pyphen,1,0.0,0.0010067370369922083,1,0.004226616572306871
prettytable,1,0.0,0.0010058127737798555,1,0.004226200653861313
python-engineio,1,0.0,0.0009799391695932522,1,0.0042145575319773405
bidict,1,0.0,0.0009799391695932522,1,0.0042145575319773405
kaitaistruct,1,0.0,0.0009394363941649053,1,0.004196331283034585
pydivert,1,0.0,0.0009394363941649053,1,0.004196331283034585
urwid,1,0.0,0.0009394363941649053,1,0.004196331283034585
mitmproxy-rs,1,0.0,0.0009394363941649053,1,0.004196331283034585
publicsuffix2,1,0.0,0.0009394363941649053,1,0.004196331283034585
backports-strenum,1,0.0,0.0009377863462383064,1,0.004195588761467616
lxml-stubs,1,0.0,0.0009241920943521291,1,0.004189471348118835
resolvelib,1,0.0,0.0008885420923970187,1,0.004173428847239036
flask-babel,1,0.0,0.000859300480962546,1,0.004160270122093523
apispec,1,0.0,0.000859300480962546,1,0.004160270122093523
marshmallow,1,0.0,0.000859300480962546,1,0.004160270122093523
flask-jwt-extended,1,0.0,0.000859300480962546,1,0.004160270122093523
sqlalchemy-utils,1,0.0,0.000859300480962546,1,0.004160270122093523
prison,1,0.0,0.000859300480962546,1,0.004160270122093523
marshmallow-sqlalchemy,1,0.0,0.000859300480962546,1,0.004160270122093523
apache-airflow-providers-ftp,1,2.7910702498426533e-07,0.0008537192125413307,3,0.004157856238762721
decorator,1,0.0,0.0007443075769786194,1,0.004108523315300756
apache-airflow-providers-elasticsearch,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-pinecone,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-grpc,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-openfaas,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-impala,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-druid,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-tableau,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-common-messaging,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-openai,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-salesforce,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-edge3,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-jenkins,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-hdfs,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-sftp,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-yandex,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-cloudant,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-telegram,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-arangodb,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-pig,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-weaviate,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-http,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-alibaba,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-pinot,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-microsoft-winrm,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-common-io,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-tinkerpop,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-flink,1,0.0,0.000684368106803418,1,0.004081550553721915
atlasclient,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-singularity,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-kafka,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-airbyte,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-git,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-zendesk,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-segment,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-neo4j,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-ydb,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-keycloak,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-redis,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-hive,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-microsoft-mssql,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-facebook,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-sqlite,1,0.0,0.000684368106803418,1,0.004081550553721915
amqp,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-databricks,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-discord,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-pgvector,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-datadog,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-influxdb,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-docker,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-papermill,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-asana,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-imap,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-opensearch,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-opsgenie,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-exasol,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-oracle,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-slack,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-iceberg,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-dingding,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-cohere,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-core,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-smtp,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-jdbc,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-github,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-hashicorp,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-spark,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-teradata,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-atlassian-jira,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-ssh,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-sendgrid,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-microsoft-psrp,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-kylin,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-google,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-qdrant,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-samba,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-odbc,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-beam,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-livy,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apprise,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-dbt-cloud,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-postgres,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-task-sdk,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-standard,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-pagerduty,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-drill,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-apache-cassandra,1,0.0,0.000684368106803418,1,0.004081550553721915
apache-airflow-providers-celery,1,0.0,0.000684368106803418,1,0.004081550553721915
pyx,1,0.0,0.0006688804081764541,1,0.004074581089339782
w3lib,1,0.0,0.0006670228360829737,1,0.004073745181897716
parsel,1,0.0,0.0006670228360829737,1,0.004073745181897716
itemloaders,1,0.0,0.0006670228360829737,1,0.004073745181897716
protego,1,0.0,0.0006670228360829737,1,0.004073745181897716
queuelib,1,0.0,0.0006670228360829737,1,0.004073745181897716
tldextract,1,0.0,0.0006670228360829737,1,0.004073745181897716
pydispatcher,1,0.0,0.0006670228360829737,1,0.004073745181897716
itemadapter,1,0.0,0.0006670228360829737,1,0.004073745181897716
pypydispatcher,1,0.0,0.0006670228360829737,1,0.004073745181897716
commitizen,1,0.0,0.0006471284044348397,1,0.004064792687656056
regress,1,0.0,0.0006235781085869432,1,0.004054195054524502
snowflake-sqlalchemy,1,0.0,0.0006082457978738076,1,0.004047295514703591
flake8-string-format,1,0.0,0.0005595570105440214,1,0.004025385560405187
pymemcache,1,0.0,0.0005595570105440214,1,0.004025385560405187
openstacksdk,1,0.0,0.0005407758482811833,1,0.00401693403738691
python-keystoneclient,1,0.0,0.0005407758482811833,1,0.00401693403738691
osc-lib,1,0.0,0.0005407758482811833,1,0.00401693403738691
iso8601,1,0.0,0.0005407758482811833,1,0.00401693403738691
python-cinderclient,1,0.0,0.0005407758482811833,1,0.00401693403738691
pbr,1,0.0,0.0005407758482811833,1,0.00401693403738691
cliff,1,0.0,0.0005407758482811833,1,0.00401693403738691
oslo.i18n,1,0.0,0.0005407758482811833,1,0.00401693403738691
social-auth-core,1,0.0,0.0004628964324401087,1,0.003981888300258426
django-stubs-ext,1,0.0,0.0004628964324401087,1,0.003981888300258426
django-stubs,1,0.0,0.0004628964324401087,1,0.003981888300258426
docopt,1,0.0,0.0004312325410759853,1,0.003967639549144571
libnacl,1,0.0,0.0004042623427436953,1,0.003955502959895041
python-pkcs11,1,0.0,0.0004042623427436953,1,0.003955502959895041
unicodedata2,1,0.0,0.00040239462764720275,1,0.003954662488101618
pycairo,1,0.0,0.00040239462764720275,1,0.003954662488101618
zopfli,1,0.0,0.00040239462764720275,1,0.003954662488101618
uharfbuzz,1,0.0,0.00040239462764720275,1,0.003954662488101618
munkres,1,0.0,0.00040239462764720275,1,0.003954662488101618
xattr,1,0.0,0.00040239462764720275,1,0.003954662488101618
skia-pathops,1,0.0,0.00040239462764720275,1,0.003954662488101618
kubernetes_asyncio,1,0.0,0.0003655186656732587,1,0.003938068305213344
methodtools,1,0.0,0.00035508178262928005,1,0.0039333717078435535
