package,in_degree,betweenness,eigenvector,kcore,predicted_risk
qdrant-client,4,0.004193177114046075,0.04919917466804752,8,0.038701580213179015
dnspython,4,0.008714856357699188,0.04557151687513124,9,0.03865172194164528
markupsafe,8,0.0005374873151222074,0.0176816189347156,6,0.03833352832619781
typer,7,0.0007403196019344803,0.025575267315337828,6,0.038183076492201734
lxml,8,0.002855384674854455,0.015451691393977071,5,0.03814132500877176
onnxruntime,6,0.00023159924632369078,0.03365408075964545,6,0.037866905512016005
redis,6,0.001661648221869224,0.03251644704384494,5,0.03785548748134672
networkx,7,0.0020074526707378982,0.02231335741022164,7,0.03715871360898065
cffi,7,0.0010431504327692595,0.02215769011658878,5,0.03675115754355683
grpcio,6,0.0009953880951245838,0.030413879628974475,6,0.036676141100294386
docker,6,0.0016808003647086004,0.0296307289281169,6,0.03656361757926288
jupyter-server,2,0.016506080000819334,0.051606113359936055,8,0.036547048823578746
streamlit,1,0.007662269390065679,0.06639850892046816,10,0.036334708206394034
deepdiff,1,0.00922480799735408,0.06332244343175535,10,0.03549736724902421
rembg,0,0.010408966453583635,0.07057614363590893,10,0.03540240289491329
furo,7,0.0004885324400838555,0.019009842287974588,5,0.03514050972324056
websockets,7,0.0007600261997264261,0.018402226458553085,7,0.03496210541587578
sentry-sdk,0,0.027242311949872144,0.055397118025147525,9,0.034463512293771634
tornado,7,0.001206957337666678,0.016909170486042176,7,0.03444665612652496
langchain-community,4,0.004791184334420549,0.038097371290793845,7,0.033915071220545934
xgrammar,2,0.0022381728546023503,0.05656929690811469,9,0.03378671391908319
aiofiles,6,0.0010384126940615895,0.023850154012762633,5,0.03373752318262701
types-pyyaml,5,0.001129858767989485,0.030340529465225745,5,0.0329166133564498
tensorboard,5,0.00016267387193440305,0.03085563165056838,5,0.0328098946262347
huggingface-hub,5,0.0008273557891710511,0.03028607641574017,5,0.032786233441594835
pygments,6,0.0006687649316063931,0.02151123123816782,5,0.03255563121720002
onnx,4,0.0017678849440417672,0.03689214619187951,8,0.03231456513940191
langchain,4,0.01790230459766276,0.024178395290472585,6,0.03224042411253614
werkzeug,7,0.0009776810491281859,0.011646702294783822,6,0.03199829873947023
gunicorn,3,0.0024904188655436653,0.04352418115602921,8,0.031778282840134564
pyspark,5,0.0021263555276156724,0.026834242855457956,5,0.03168755824792346
langchain-core,5,0.0041737005665531445,0.0246070715593424,6,0.03140190192829957
pymatgen,1,0.031203217393431282,0.036831507861146,8,0.031268889530877024
six,6,0.001589153873851152,0.01783626731690784,4,0.031224033582418695
anthropic,5,0.000860574267402817,0.025871575417879638,5,0.03081133445993871
tabulate,5,0.0013109243255933092,0.024962375981719333,5,0.030559817234033247
opentelemetry-sdk,5,0.0011161538232717955,0.02460965574584066,4,0.030332923452075316
markdown,5,0.000652836889812921,0.023582535743296745,5,0.029708558524219948
datasets,4,0.00019472621957836406,0.031192343950476514,4,0.02919904857720837
twisted,1,0.028327863596436412,0.03437049691815644,8,0.02915506077758352
ninja,5,0.00016799319976632684,0.02217737818182448,5,0.02890654233004112
google-api-python-client,5,0.0005584002912466914,0.021777192722975208,5,0.028863101355577077
alembic,5,0.0010904387246742143,0.02094963583952104,5,0.028676914209722335
asgiref,6,0.0007117745102642142,0.012285645194540114,5,0.02841917085009779
tomlkit,5,0.0003949492555645183,0.02074891557193672,5,0.028343168775120997
curl-cffi,1,0.008449118847157289,0.04779430890074263,9,0.028238215507499612
opentelemetry-exporter-otlp,4,0.0011885592763277422,0.028028066955407344,4,0.028122965499289526
clearml,0,0.0050781852079280635,0.05810689665418138,10,0.027925468317156442
uvloop,5,0.0004444100250207847,0.019669203237056513,5,0.027874609493734596
tenacity,5,0.0002786665580046399,0.019533154377384492,5,0.027755377293426534
accelerate,4,0.0003010369531492017,0.027666074612896052,4,0.027649436132046956
pymilvus,4,0.0005392533062299466,0.027342011547416743,4,0.027586983476159524
duckdb,3,0.0022544031524063682,0.033560501288351,8,0.027212021400081315
dill,4,0.0006973891219897604,0.026081965191043527,4,0.027075310151307513
azure-identity,3,0.004057763319997587,0.03173620565281026,5,0.027022264422744906
jupyter-core,3,0.002066853400840774,0.03320522877078418,8,0.026986506354128286
httpie,0,0.01025336431435484,0.05162233650300444,9,0.026818728936376195
azure-storage-blob,4,0.00022439726795001706,0.02464888594003234,4,0.026264877339438567
mock,4,0.0005124878043283931,0.02422522812052218,4,0.02617506300839143
towncrier,5,0.00063062489161951,0.015616500137871263,5,0.026116068302410787
embedchain,0,0.018356064736412592,0.04336828479541506,8,0.025940350815681183
polars,5,0.0007800949942477308,0.015086996225534166,5,0.025930106077778972
tokenizers,4,0.00012134067443099625,0.023743312832677277,4,0.025821299633397132
psycopg,4,0.0007457177679100125,0.02323853882792053,4,0.025812683313974252
watchdog,5,0.00024061886791822755,0.015052359750710575,5,0.025725703019893027
itsdangerous,5,9.984450721434152e-05,0.015138899581613243,5,0.02571537491755287
pydata-sphinx-theme,5,0.0001319191927931593,0.014880271438932405,5,0.025610218393299078
pathspec,5,0.00037553261975601597,0.014687521564598937,5,0.025608745649286016
fastmcp,2,0.007152676571249136,0.03425397517886313,8,0.025464895441746363
types-requests,4,0.00039650657216474053,0.022710733325379318,4,0.02545294691931986
myst-parser,5,0.00010154387523216313,0.013809333962075523,5,0.02511766516756713
soundfile,4,0.00027382053092219665,0.021919052164962503,4,0.025053750282697407
einops,4,0.000336334680120272,0.02169317917196514,4,0.024973987388067918
ipykernel,5,0.00010796701599388709,0.013300197887162595,5,0.024890802033122918
toml,4,0.0005197708852953443,0.020960151836769064,4,0.024708327759040957
isort,5,0.0003598029983048058,0.01257303761981053,5,0.02465172250662331
sphinx_rtd_theme,5,0.0002036881805493654,0.012615232148702974,5,0.024616069858410507
google-genai,4,0.00044643581982457446,0.020673933117792122,4,0.024553862062586564
omegaconf,4,0.0002521000159388465,0.02055722546615137,4,0.02443332608798822
strawberry-graphql,0,0.008253470130931447,0.04754454324940937,9,0.024283759008060225
importlib_metadata,4,0.0004728189796042462,0.020023379398608775,3,0.024270346994876943
google-auth-oauthlib,4,0.0002848742340405572,0.02013907048974817,4,0.02425662732494238
async-timeout,4,0.00027248754316958187,0.01990141281188165,4,0.024145346028097606
dbt-core,0,0.012278491904182311,0.04359803830825143,9,0.023916589405176953
django,5,0.001261980334264197,0.00979430104402988,5,0.023717053115107804
asyncpg,4,0.0009173132650559075,0.018349848115331403,4,0.023672830917310206
pywin32,5,0.0006969868623950054,0.009791371880275887,4,0.02351798727626429
notebook,1,0.004291045627727552,0.03981200315293274,8,0.023190852294184754
pyinstaller,2,0.009163896927650541,0.027407323636376598,7,0.02308782937236791
timm,3,9.649382465172786e-05,0.025706602304697106,3,0.022922498592722933
pyzmq,4,0.00043919058834391536,0.01684099226879976,4,0.02282650284952177
blinker,5,0.00043073013770332107,0.00834372381627265,5,0.022773355793820744
opentelemetry-api,4,0.0006529466959192591,0.01579858646999654,4,0.022432234877711694
ipywidgets,4,0.00013414335742654204,0.01611213729723391,4,0.022391751581496058
pydantic-settings,4,0.00030884456953249323,0.01580941198872876,4,0.022316670616905825
cachetools,4,0.0005279960764411723,0.015616044472637968,4,0.022306358262083006
pymysql,3,0.0007458648203028821,0.023360039471490172,3,0.02209382516625772
python-jose,2,0.00696087196311848,0.026867970057582118,5,0.022074061524324173
yt-dlp,0,0.00805645327968344,0.04213398022550311,9,0.021780049749365604
copier,1,0.007734414875456783,0.03366838605540267,7,0.02163140383700145
prometheus-client,4,0.0005937387504807165,0.01391386281965185,4,0.021563386454153094
flaky,4,0.00023798328370500037,0.014171717745153013,4,0.021554906757257117
filetype,4,0.00022336811925538445,0.013553797895064187,4,0.021271727517159777
djangorestframework-simplejwt,0,0.008169373722498223,0.0407393024066428,9,0.02119196688586364
tzdata,4,0.00035694303790833606,0.013204975094891715,4,0.0211615084786107
plotly,4,0.00028381841665926246,0.013237140994812109,4,0.0211503895161377
opencv-python-headless,3,0.00014783891675814888,0.0216692250595713,4,0.021123649614653572
google-cloud-bigquery,3,0.0003922280929184902,0.021310411745012657,3,0.0210477198347583
clickhouse-connect,3,0.0003922280929184902,0.021310411745012657,3,0.0210477198347583
multidict,4,0.00017275550533822121,0.012998813117906734,4,0.02100426995256792
botocore,4,0.00014326567922596118,0.012972197758252488,4,0.020981971601584215
prometheus_client,3,7.89930999213288e-05,0.021238855220450704,3,0.020905887151156415
exceptiongroup,4,0.0003487583338970195,0.012459864888987562,4,0.02082334423954987
grpcio-health-checking,3,0.0002701304013331034,0.020840063124433494,3,0.02079332876344279
grpcio-tools,3,0.0002701304013331034,0.020840063124433494,3,0.02079332876344279
torchaudio,3,1.9239295005307495e-05,0.020362494940566012,3,0.020490611193487697
aiosqlite,4,0.0008782862462842307,0.011048451513515304,3,0.020373542989922878
cython,3,1.3356154925594096e-05,0.019918649647089306,3,0.02028882171239528
elasticsearch,3,0.000241094852961922,0.01971221540757032,3,0.02027563484892445
waitress,2,0.0011162157328923191,0.027216145806392828,6,0.020185110930709838
msgpack,4,0.0012730371875300558,0.010251067479460203,4,0.02015288300403412
argon2-cffi,4,0.00043820911330585505,0.010623591578262023,4,0.02002832902251647
sphinxcontrib-spelling,4,0.00013905947113990508,0.010710284393147692,4,0.01996263841445694
timeout-decorator,3,0.0002783935397257838,0.01894702936777255,3,0.019944355671382804
playwright,3,8.276090850705294e-05,0.018881066742453503,3,0.01984620106906268
apache-airflow-providers-common-compat,5,0.00013311089717961,0.002028900627644846,4,0.019827518624754934
pytest-benchmark,3,7.536840864611461e-05,0.018814569400986653,3,0.019813689890451267
zstandard,4,0.0001905560662327354,0.010332575319510226,4,0.01981069313960257
apache-airflow-providers-openlineage,5,5.3965459985886447e-05,0.0017798441517318177,4,0.019687742307576268
sphinx-autodoc-typehints,4,9.237862076139005e-05,0.010039267137274011,4,0.0196443423516813
python-pptx,3,5.97379041389888e-05,0.018323157330548057,3,0.019587083782176405
fiona,1,0.003228801463466708,0.03206664033017451,8,0.019333653566452256
quart,2,0.0011695995985877856,0.02516256146241544,8,0.019279682328913427
brotlicffi,4,0.00044553388155102946,0.008373124796854889,4,0.01901818263976907
cookiecutter,3,0.0002620341631990403,0.01674742349573243,3,0.018948807247180392
h2,4,0.001789994111088361,0.007152333916312557,4,0.018939387823863087
chromadb,3,0.00015369060226779854,0.016512162537506238,3,0.01880501956965267
google-auth-httplib2,3,0.00015369060226779854,0.016512162537506238,3,0.01880501956965267
google-api-core,3,0.00025167582135459987,0.016384884045060312,3,0.018782039074732384
types-setuptools,3,0.0005070955181059227,0.01599001960915504,3,0.018693746972437975
pyparsing,4,0.0001532701158423989,0.007688896507402386,4,0.018607987591517425
sympy,4,0.0007568767450931493,0.0069038633281794425,4,0.018465984981104862
sphinx-inline-tabs,3,0.00010778918975039662,0.01564869014120786,3,0.01840039149693731
pydrive2,0,0.005128321954268016,0.036844858393081666,8,0.018375098960880555
sphinx-copybutton,3,4.9984508185687516e-05,0.015202756106216552,3,0.018179489542643573
dask,3,0.0001603168280451104,0.015076321006886795,3,0.01816121005989598
tensorboardx,3,1.776748617287915e-05,0.015067060917185062,3,0.018107150749874918
eth-abi,0,0.00869120065181406,0.03343522870826526,9,0.01808777314685429
kubernetes,3,0.00041035339387543576,0.014708073874246427,3,0.01808301164824843
safetensors,3,1.544296993047013e-05,0.014986486975949644,3,0.01807007889563414
qiskit,1,0.010212232506854841,0.023795407521173526,5,0.01805579966758766
mypy-extensions,3,0.0002225286641769586,0.014487487256393872,3,0.01791800901482031
xlrd,3,0.00011237157097643005,0.014556553591163453,3,0.017910533882846438
openpyxl,3,0.00011237157097643005,0.014556553591163453,3,0.017910533882846438
pip-tools,3,0.00010591411906889491,0.014183844800947563,3,0.01774055481908165
opentelemetry-distro,3,0.0004742416159506038,0.013834777279561335,3,0.017712389058366446
nest-asyncio,3,0.00029201569330789917,0.013803755442613452,3,0.01763465015881495
schema,3,0.0007639693512968751,0.013420366310776683,3,0.017627308829784548
watchfiles,3,8.895147579064997e-05,0.013921712409202858,3,0.017616658317649147
diskcache,3,0.0001383357362509295,0.013630362950584864,3,0.017502835552432146
msgspec,3,0.00022042218890345027,0.013363197114197149,3,0.01741134118448606
rapidfuzz,3,0.00027748830011594224,0.013066764526155236,3,0.01729791965879157
sentence-transformers,3,8.386486682750242e-05,0.013179397685514958,3,0.017280836378852492
charset_normalizer,3,8.376585892023438e-05,0.013159562537910806,3,0.01727187590966308
flask-appbuilder,1,0.013507336244552286,0.01932777799948827,7,0.0171986526910234
setproctitle,3,9.60339482514833e-05,0.012618576585001613,3,0.017032726062119877
zipp,1,0.006138096001128113,0.02460854448160368,5,0.01699576352277687
pytest-randomly,3,0.00012811547259575893,0.012426501590999653,3,0.016957520848339493
reportlab,3,0.00025207846684609437,0.012304573929236395,3,0.016946040448533643
faiss-cpu,2,0.0,0.020508960004609594,2,0.01677620181339507
tomli-w,3,4.247266165165748e-05,0.01198622189353885,3,0.016729420000651696
pluggy,3,0.00033990098461892927,0.011693322986161513,3,0.016701715405370438
paddlepaddle,1,0.0006547589745318166,0.02815593857484582,7,0.016672922905427132
keras,1,0.00443682568063397,0.025121567392508357,4,0.01663117922051103
pandas-stubs,3,0.00017913936454560153,0.011453165608392055,3,0.01653737801834852
responses,3,6.272964045073323e-05,0.011412056844723826,3,0.01647813567126461
celery,3,0.00026628474870971834,0.011249446676174432,3,0.01647620538330803
uv,3,0.005255099840795409,0.007296106450361595,3,0.016443287563922243
apache-airflow-providers-common-sql,3,0.004313494514195874,0.007986570745263048,5,0.01642443463231806
numba,3,0.0003067030248769216,0.010836702086805702,3,0.01630461671475062
propcache,3,7.638775399021679e-05,0.010893655847164002,3,0.01624963556210151
yarl,3,7.638775399021679e-05,0.010893655847164002,3,0.01624963556210151
redshift-connector,0,0.001972084298814258,0.03437276109688005,8,0.01615797199818101
charset-normalizer,3,0.00020887168350687275,0.010549283728927352,3,0.016141037484225847
opencv-python,2,0.00021685627773900787,0.018918870317153443,3,0.01613656115124846
pylint,3,0.0001165413505376153,0.01040438918222955,3,0.016043519321672594
triton,3,4.015103375482159e-06,0.01037677272728,3,0.01599170773043855
types-pyopenssl,3,0.00035399409224839566,0.009972742413680008,3,0.015932386735424076
couchbase,2,0.00017585301175859734,0.018459645149756926,2,0.01591555868282688
nbval,3,1.9464241451603427e-05,0.010122912380647608,3,0.015882877772780617
sqlparse,3,0.0010315400978063289,0.009230244430642954,5,0.015835403745002676
docutils,3,0.00011719419028529253,0.009780697726584355,3,0.015763086660543945
sphinx-autobuild,3,0.0001576133928386814,0.009639344598901442,3,0.01571362447398032
graphviz,3,0.00019685204274050308,0.009544808700485933,3,0.01568481684715898
seaborn,3,0.00010894224023473059,0.009555810122003058,3,0.015658999055964663
moto,2,8.52995924517644e-05,0.017784088324662446,2,0.015579864414776974
googleapis-common-protos,2,8.52995924517644e-05,0.017784088324662446,2,0.015579864414776974
pyright,3,0.00014960435244450963,0.0091386606473374,3,0.015485513531638542
more_itertools,3,0.00013459347928943086,0.009146320669910946,3,0.01548370673619236
joblib,3,9.148077455060518e-05,0.009162334779987548,3,0.015475823639068242
defusedxml,3,0.0002617809793950496,0.008825474841853729,3,0.015383841738603578
email-validator,3,0.0003662359203871697,0.008645250387619128,3,0.015339299963545251
pip,3,1.35522467514547e-05,0.008784303685982516,3,0.015278434662036273
shapely,3,0.0001200351856117607,0.00857345242321773,3,0.015220820622393228
pytest-console-scripts,3,0.0,0.00861950106532364,3,0.015199530196376772
sortedcontainers,3,0.0001931700091895817,0.008448163479573894,3,0.01519003778600574
httpcore,3,0.00026559995941539917,0.00823110708571258,3,0.015117712891347184
dataclasses-json,3,4.752812928229816e-05,0.008396358768438856,3,0.015115751008027423
traitlets,3,0.0,0.008325768165537095,3,0.015067350391472827
tensorflow,2,0.0,0.01665627938679783,2,0.015042495535379778
ftfy,2,0.0,0.01663335030945103,2,0.015032177450573718
html5lib,3,0.0002572880012955733,0.007991324785425961,3,0.015006901670876267
apache-airflow-providers-amazon,3,0.0001514992141135997,0.007755727515221341,3,0.014863856823770496
python-socketio,1,0.0031797336952287644,0.022040142885485028,5,0.014804555997458706
grpcio-reflection,2,9.649382465172786e-05,0.01602749130999802,2,0.01479331373944797
types-tabulate,2,5.716956365237973e-05,0.015642420824345978,2,0.014606268529554777
mypy-protobuf,2,5.716956365237973e-05,0.015642420824345978,2,0.014606268529554777
types-pytz,2,5.716956365237973e-05,0.015642420824345978,2,0.014606268529554777
types-python-dateutil,2,5.716956365237973e-05,0.015642420824345978,2,0.014606268529554777
meson-python,2,0.0,0.015614255634008542,2,0.014573584846624599
librosa,2,0.0,0.015164852640478494,2,0.014371353499536077
hatch,3,1.7960871516011377e-05,0.006735479537486727,3,0.014358006813880764
langchain-openai,3,0.00013291293586196413,0.006630113533558381,3,0.014350825334634092
blobfile,2,0.0,0.014876753294786603,2,0.014241708793974725
pgvector,2,5.97379041389888e-05,0.014584035454598361,2,0.014130894032338664
ddgs,2,5.97379041389888e-05,0.014584035454598361,2,0.014130894032338664
firecrawl-py,2,5.97379041389888e-05,0.014584035454598361,2,0.014130894032338664
pinecone,2,5.97379041389888e-05,0.014584035454598361,2,0.014130894032338664
typeguard,2,9.576621438540432e-05,0.01454331815715166,2,0.014125181157073893
asteval,1,3.339585291319062e-05,0.02295172693618123,6,0.014113550575461545
importlib-resources,3,9.578571784443485e-05,0.00608803205085454,3,0.01409389414111123
h5py,3,0.00020299203087345574,0.005958760271899477,3,0.014073244050141608
pynacl,3,7.354658287532682e-05,0.005622784293069876,3,0.013876748952868941
pytest-env,2,0.0,0.014031386617695209,2,0.013861293789283599
google-cloud-bigquery-storage,2,0.0,0.013680615605166231,2,0.01370344683364556
deltalake,2,0.0,0.013680615605166231,2,0.01370344683364556
trino,2,0.0,0.013680615605166231,2,0.01370344683364556
pyodbc,2,0.0,0.013680615605166231,2,0.01370344683364556
sqlglot,2,0.0,0.013680615605166231,2,0.01370344683364556
ansible-core,1,0.002597404906579779,0.01998537259947799,4,0.013676094292728397
meraki,0,0.00019326980757077776,0.030108028097696256,7,0.013616257076613087
jmespath,3,0.0002896195375220225,0.004824162869555763,3,0.013592994846413934
sacremoses,2,0.0,0.013418232870648784,2,0.013585374603112708
parameterized,2,7.33459617746301e-05,0.013311162774104077,2,0.013562864146288711
flask-wtf,3,0.00019934891009155926,0.0047048172888134385,3,0.013507694615479227
mitmproxy,0,0.011289641876703983,0.021129681915410228,7,0.013459731518780996
xhtml2pdf,0,0.008147374632744665,0.023568734830153325,7,0.013457511795029629
langsmith,3,1.880739663445396e-05,0.004715987123861859,3,0.013449531511541029
service-identity,3,9.280942207129668e-05,0.004484609260887844,3,0.013371312182105617
restrictedpython,1,8.315130095447193e-05,0.02111191609351522,5,0.01330305010307629
hatchling,2,5.313491154034193e-05,0.01270314059790941,2,0.013282180299419109
docstring-parser,2,0.00015437537372515472,0.012442367954281894,2,0.013200266771551412
memory_profiler,2,9.95010080429103e-05,0.012414202763944459,2,0.01316838640791078
weasyprint,0,0.00800584712129455,0.022643491307023953,5,0.012991617580613872
opentelemetry-proto,2,0.00010279862190867416,0.011900432956859535,2,0.012938344159575583
redisvl,2,0.0,0.011911225044190064,2,0.012907221081206285
ruamel.yaml,3,0.00037103564153072825,0.0032005057965369893,3,0.012890844799958534
libcst,2,3.7864343641943625e-05,0.011792930523499898,2,0.012867241067170389
greenlet,2,5.1121964485811143e-05,0.011476977414345344,2,0.012729702335346194
python-docx,2,0.0,0.011368918015796117,2,0.012663182918429008
groq,2,6.382405748424796e-05,0.011256704092088357,2,0.012635025072880002
ollama,2,6.382405748424796e-05,0.011256704092088357,2,0.012635025072880002
sqlite-vec,2,0.0005332134693287776,0.010875883156754683,2,0.012627941946125435
fake-useragent,2,2.3023004368064158e-05,0.011251270602607085,2,0.012618299634022764
rank-bm25,2,2.3023004368064158e-05,0.011251270602607085,2,0.012618299634022764
apscheduler,2,2.4033852088971937e-05,0.011235668219095583,2,0.012611632358144907
xgboost,2,0.00012465170268782826,0.011032724303445022,2,0.012555523843811756
chardet,2,0.0,0.011027276437845705,2,0.012509444208351322
openai-harmony,2,1.9239295005307495e-05,0.01068338394586692,2,0.012361426340212728
gguf,2,1.9239295005307495e-05,0.01068338394586692,2,0.012361426340212728
pybase64,2,1.9239295005307495e-05,0.01068338394586692,2,0.012361426340212728
llguidance,2,1.9239295005307495e-05,0.01068338394586692,2,0.012361426340212728
compressed-tensors,2,1.9239295005307495e-05,0.01068338394586692,2,0.012361426340212728
pypandoc,2,0.0,0.010693361190701637,2,0.012359182347136491
sphinxext-opengraph,2,0.0,0.0106477676126612,2,0.012338665237018296
graphene,2,0.0,0.010489874590761405,2,0.012267613377163387
pydub,2,2.5315540089648427e-05,0.010439066443997369,2,0.012253610150150947
apache-airflow-providers-snowflake,1,0.0064945854283203165,0.013680330537811031,5,0.012202838547587452
pyasn1,3,0.0004337009322313119,0.0015307723918715254,2,0.012161397619604278
pytest-random-order,2,0.0,0.01014379635242427,2,0.012111878169911676
bitsandbytes,2,0.0,0.01014379635242427,2,0.012111878169911676
onnxscript,2,0.0,0.01014379635242427,2,0.012111878169911676
lightning-utilities,2,0.0,0.01014379635242427,2,0.012111878169911676
jsonargparse,2,0.0,0.01014379635242427,2,0.012111878169911676
hydra-core,2,0.0,0.01014379635242427,2,0.012111878169911676
torchmetrics,2,0.0,0.01014379635242427,2,0.012111878169911676
py-spy,2,2.71224392653773e-05,0.010120906864848305,2,0.012111070754245373
hf_transfer,2,2.71224392653773e-05,0.010120906864848305,2,0.012111070754245373
oracledb,2,0.0001994003921693875,0.00980500591000767,2,0.012029212608083492
lxml_html_clean,2,6.385467963175085e-05,0.009754719514685902,2,0.011959142730800523
lark,2,2.5747678575237555e-05,0.00978277293363455,2,0.011958429318957636
orderly-set,2,0.0,0.00979248071130622,2,0.011953786131408553
jsonpickle,2,0.0,0.00979248071130622,2,0.011953786131408553
lancedb,2,6.256753737043808e-05,0.009557923222754295,2,0.011870133899639842
psycopg-binary,2,6.256753737043808e-05,0.009557923222754295,2,0.011870133899639842
mem0ai,2,6.256753737043808e-05,0.009557923222754295,2,0.011870133899639842
weaviate-client,2,6.256753737043808e-05,0.009557923222754295,2,0.011870133899639842
py-cpuinfo,2,3.380944915489305e-05,0.009541297557125683,2,0.011852587019231524
loguru,2,7.73636663165157e-05,0.009417229025703766,2,0.011812000156098231
nbformat,2,0.0002302459090792202,0.00927158431456976,2,0.011799968821054874
gssapi,3,4.802463843188223e-05,0.0009705635860514355,3,0.011774316954155439
sphinx-prompt,2,9.6572113576345e-05,0.009299477459868102,2,0.011765734908013123
pysocks,2,0.0,0.009318845634600493,2,0.011740650346890976
diffusers,2,4.224466835950991e-05,0.009253198211433791,2,0.011725894640391789
numpydoc,2,4.412706473438247e-05,0.009065835528441679,2,0.011642240271776544
google-generativeai,2,3.1385160758371755e-05,0.008882366397659814,2,0.011555219496533101
opensearch-py,2,3.1385160758371755e-05,0.008882366397659814,2,0.011555219496533101
imageio,2,5.896377838872561e-05,0.00882455025232945,2,0.011538854747305061
pydantic-core,2,0.0,0.008848128167089445,2,0.011528827486511005
snowballstemmer,2,3.9609757719946255e-05,0.00881210212362521,2,0.011526479182154081
h11,2,0.00031987973755940734,0.008569232534011326,2,0.011515282359771645
coloredlogs,2,4.217265770552518e-05,0.00867576421489729,2,0.011466024138221469
mysql-connector-python,2,0.0032701579395030176,0.0059298070546636925,4,0.011360138264745473
babel,2,0.0,0.008359548368984528,2,0.011308966577363792
types-toml,2,5.127522530150679e-05,0.008248832536063828,2,0.011277090781405005
scrapy,0,0.012903217374554802,0.015002388596949735,5,0.011267200949721562
selenium,2,2.4864062980619368e-05,0.00816022368831696,2,0.011227972893106604
backoff,2,0.00011764100609406803,0.008020550780293338,2,0.011197592014585681
pendulum,2,8.31623776137172e-05,0.008046385441843855,2,0.01119715009231529
humanize,2,6.44501307679037e-05,0.008039022716618233,2,0.011187287579567726
objgraph,2,7.085917178710796e-05,0.008016904886763699,2,0.011179577720489907
fonttools,1,0.00951291823647121,0.009050661606716914,5,0.011175904011447912
markdownify,2,0.00021887887602416132,0.007889044047187939,4,0.011173847239163783
