package,in_degree,betweenness,eigenvector,kcore
opentelemetry-api,4,0.0006529466959192591,0.01579858646999654,4
python-crfsuite,1,0.0,0.0027404368621043703,1
twython,1,0.0,0.0027404368621043703,1
joblib,3,9.148077455060518e-05,0.009162334779987548,3
nbval,3,1.9464241451603427e-05,0.010122912380647608,3
nbsphinx,1,0.0,0.0017700966492972738,1
num2words,1,0.0012886371343523533,0.009698283772639791,1
docopt,1,0.0,0.0004312325410759853,1
ml_dtypes,1,0.0,0.0016403510259005575,1
open-webui,0,0.0637394258591367,0.15641546407056559,10
fpdf2,1,0.0,0.006954239314751942,1
azure-ai-documentintelligence,1,0.0,0.006954239314751942,1
ftfy,2,0.0,0.01663335030945103,2
starlette-compress,1,0.0,0.006954239314751942,1
faster-whisper,1,0.0,0.006954239314751942,1
colbert-ai,1,0.0,0.006954239314751942,1
peewee-migrate,1,0.0,0.006954239314751942,1
restrictedpython,1,8.315130095447193e-05,0.02111191609351522,5
docx2txt,1,0.0,0.006954239314751942,1
rapidocr-onnxruntime,1,0.0,0.006954239314751942,1
pypandoc,2,0.0,0.010693361190701637,2
pyxlsb,1,0.0,0.006954239314751942,1
pytest-docker,1,0.0,0.006954239314751942,1
opencv-python-headless,3,0.00014783891675814888,0.0216692250595713,4
gcp-storage-emulator,1,0.0,0.006954239314751942,1
aiocache,1,0.0,0.006954239314751942,1
validators,1,0.0,0.006954239314751942,1
psycopg2-binary,1,0.0,0.006954239314751942,1
starsessions,1,0.0,0.006954239314751942,1
pymdown-extensions,1,0.0,0.006954239314751942,1
pycrdt,1,0.0,0.006954239314751942,1
peewee,1,0.0,0.006954239314751942,1
youtube-transcript-api,1,0.0,0.006954239314751942,1
loguru,2,7.73636663165157e-05,0.009417229025703766,2
python-socketio,1,0.0031797336952287644,0.022040142885485028,5
pytube,1,0.0,0.006954239314751942,1
opencv-contrib-python,0,0.0,0.006091431877219507,1
opencv-contrib-python-headless,0,0.0,0.006091431877219507,1
openexr,0,5.1087034426805845e-06,0.013710883849838143,2
paddlepaddle,1,0.0006547589745318166,0.02815593857484582,7
opt-einsum,2,5.136269153018549e-06,0.005057863125987509,2
paramiko,0,0.0019644270641588878,0.006806682496025222,3
invoke,1,0.0,0.00030263672557419123,1
pyasn1,3,0.0004337009322313119,0.0015307723918715254,2
pdoc,0,0.00010898922419810744,0.0058594968677959745,3
markdown2,2,0.00013413502812680144,0.006123868635848952,2
pg8000,0,6.924543898857317e-05,0.0014213479489360867,2
scramp,2,6.399033036813029e-05,0.0015913792858405975,2
olefile,1,0.0,0.005863360988563164,1
check-manifest,1,0.0,0.005863360988563164,1
arro3-core,1,0.0,0.005863360988563164,1
nanoarrow,1,0.0,0.005863360988563164,1
sphinxext-opengraph,2,0.0,0.0106477676126612,2
trove-classifiers,1,0.0,0.005863360988563164,1
furo,7,0.0004885324400838555,0.019009842287974588,5
pyroma,1,0.0,0.005863360988563164,1
arro3-compute,1,0.0,0.005863360988563164,1
prefect,0,0.05404026121121169,0.08416825717398008,10
pydocket,1,0.0,0.0037419914287630906,1
asgi-lifespan,1,0.0,0.0037419914287630906,1
sniffio,1,0.0,0.0037419914287630906,1
prefect-kubernetes,1,0.0,0.0037419914287630906,1
prefect-snowflake,1,0.0,0.0037419914287630906,1
semver,1,0.0,0.0037419914287630906,1
pendulum,2,8.31623776137172e-05,0.008046385441843855,2
prefect-sqlalchemy,1,0.0,0.0037419914287630906,1
prefect-shell,1,0.0,0.0037419914287630906,1
opentelemetry-instrumentation,1,0.0,0.0037419914287630906,1
jinja2-humanize-extension,1,0.0,0.0037419914287630906,1
pydantic-core,2,0.0,0.008848128167089445,2
prefect-gcp,1,0.0,0.0037419914287630906,1
opentelemetry-instrumentation-logging,1,0.0,0.0037419914287630906,1
prefect-databricks,1,0.0,0.0037419914287630906,1
coolname,1,0.0,0.0037419914287630906,1
prefect-dask,1,0.0,0.0037419914287630906,1
prefect-ray,1,0.0,0.0037419914287630906,1
whenever,1,0.0,0.0037419914287630906,1
prefect-slack,1,0.0,0.0037419914287630906,1
prefect-email,1,0.0,0.0037419914287630906,1
prefect-aws,1,0.0,0.0037419914287630906,1
rfc3339-validator,1,0.0,0.0037419914287630906,1
opentelemetry-test-utils,1,0.0,0.0037419914287630906,1
prefect-docker,1,0.0,0.0037419914287630906,1
prefect-github,1,0.0,0.0037419914287630906,1
apprise,1,0.0,0.0037419914287630906,1
prefect-azure,1,0.0,0.0037419914287630906,1
readchar,1,0.0,0.0037419914287630906,1
ruamel-yaml,1,0.0,0.0037419914287630906,1
prefect-redis,1,0.0,0.0037419914287630906,1
prefect-gitlab,1,0.0,0.0037419914287630906,1
prefect-bitbucket,1,0.0,0.0037419914287630906,1
prefect-dbt,1,0.0,0.0037419914287630906,1
pycares,0,1.8804940878166445e-06,0.002504190292822591,2
pydrive2,0,0.005128321954268016,0.036844858393081666,8
pyinstaller,2,0.009163896927650541,0.027407323636376598,7
oauth2client,1,0.0,0.0016381222332270376,1
appdirs,2,4.847926974582171e-05,0.0031662410530665843,2
flake8-docstrings,1,0.0,0.0016381222332270376,1
pefile,1,0.0,0.0012185473177837181,1
macholib,1,0.0,0.0012185473177837181,1
pyinstaller-hooks-contrib,1,0.0,0.0012185473177837181,1
pywin32-ctypes,1,0.0,0.0012185473177837181,1
execnet,1,0.0,0.0012185473177837181,1
altgraph,1,0.0,0.0012185473177837181,1
argcomplete,1,0.0,0.0012185473177837181,1
zope.interface,1,0.0,0.003146409053565915,1
pymatgen,1,0.031203217393431282,0.036831507861146,8
pyzeo,1,0.0,0.0016374912937851406,1
fdint,1,0.0,0.0016374912937851406,1
seekpath,1,0.0,0.0016374912937851406,1
tblite,1,0.0,0.0016374912937851406,1
f90nml,1,0.0,0.0016374912937851406,1
netcdf4,1,0.0,0.0016374912937851406,1
spglib,1,0.0,0.0016374912937851406,1
galore,1,0.0,0.0016374912937851406,1
monty,1,0.0,0.0016374912937851406,1
bibtexparser,1,0.0,0.0016374912937851406,1
palettable,1,0.0,0.0016374912937851406,1
moyopy,1,0.0,0.0016374912937851406,1
ase,1,0.0,0.0016374912937851406,1
chemview,1,0.0,0.0016374912937851406,1
hiphive,1,0.0,0.0016374912937851406,1
matcalc,1,0.0,0.0016374912937851406,1
jarvis-tools,1,0.0,0.0016374912937851406,1
numba,3,0.0003067030248769216,0.010836702086805702,3
pymatgen-analysis-alloys,1,0.0,0.0016374912937851406,1
matgl,1,0.0,0.0016374912937851406,1
phonopy,1,0.0,0.0016374912937851406,1
pyxtal,1,0.0,0.0016374912937851406,1
uncertainties,1,0.0,0.0016374912937851406,1
vtk,1,0.0,0.0016374912937851406,1
service-identity,3,9.280942207129668e-05,0.004484609260887844,3
sphinxcontrib-shellcheck,1,0.0,0.002289467604965323,1
pykerberos,1,0.0,0.002289467604965323,1
pymongocrypt,1,0.0,0.002289467604965323,1
winkerberos,1,0.0,0.002289467604965323,1
pymongo-auth-aws,1,0.0,0.002289467604965323,1
readthedocs-sphinx-search,1,0.0,0.002289467604965323,1
python-snappy,1,0.0,0.002289467604965323,1
myst_parser,1,0.0,0.0027068673866022194,1
pytest-socket,1,0.0,0.0027068673866022194,1
flit,1,0.0,0.0027068673866022194,1
pycryptodome,2,1.39600169360874e-05,0.0039014827444981397,2
rsa,1,0.0,0.0011946153578959206,1
pycrypto,1,0.0,0.0011946153578959206,1
pyasn1_modules,1,0.0,3.35203084014136e-05,1
python-openstackclient,0,0.010814013194339257,0.012163112141001799,2
stevedore,2,7.979672087870472e-05,0.0015987101989450524,2
pbr,1,0.0,0.0005407758482811833,1
python-keystoneclient,1,0.0,0.0005407758482811833,1
oslo.i18n,1,0.0,0.0005407758482811833,1
cliff,1,0.0,0.0005407758482811833,1
openstacksdk,1,0.0,0.0005407758482811833,1
python-cinderclient,1,0.0,0.0005407758482811833,1
iso8601,1,0.0,0.0005407758482811833,1
osc-lib,1,0.0,0.0005407758482811833,1
bidict,1,0.0,0.0009799391695932522,1
python-engineio,1,0.0,0.0009799391695932522,1
fastembed,1,0.0,0.002187562228828367,1
fastembed-gpu,1,0.0,0.002187562228828367,1
qiskit,1,0.010212232506854841,0.023795407521173526,5
rustworkx,1,0.0,0.001057934350663869,1
pydot,1,0.0,0.001057934350663869,1
symengine,1,0.0,0.001057934350663869,1
pylatexenc,1,0.0,0.001057934350663869,1
python-constraint,1,0.0,0.001057934350663869,1
z3-solver,1,0.0,0.001057934350663869,1
qiskit-qasm3-import,1,0.0,0.001057934350663869,1
seaborn,3,0.00010894224023473059,0.009555810122003058,3
quart,2,0.0011695995985877856,0.02516256146241544,8
smart_open,1,0.0,0.004923264564760791,1
gymnasium,1,0.0,0.004923264564760791,1
jsonref,1,0.0,0.004923264564760791,1
dm_tree,1,0.0,0.004923264564760791,1
cupy-cuda12x,1,0.0,0.004923264564760791,1
colorful,1,0.0,0.004923264564760791,1
opencensus,1,0.0,0.004923264564760791,1
hf_transfer,2,2.71224392653773e-05,0.010120906864848305,2
ray-cpp,1,0.0,0.004923264564760791,1
py-spy,2,2.71224392653773e-05,0.010120906864848305,2
opentelemetry-proto,2,0.00010279862190867416,0.011900432956859535,2
nixl,1,0.0,0.004923264564760791,1
memray,1,0.0,0.004923264564760791,1
opentelemetry-exporter-prometheus,1,0.0,0.004923264564760791,1
vllm,1,0.03644331045418968,0.12338599700745911,10
red-discordbot,0,0.04121651189956914,0.10155549644449022,10
aiohttp-json-rpc,1,0.0,0.004515070835770066,1
sphinxcontrib-serializinghtml,1,0.0,0.004515070835770066,1
sphinxcontrib-trio,1,0.0,0.004515070835770066,1
alabaster,1,0.0,0.004515070835770066,1
sphinx-prompt,2,9.6572113576345e-05,0.009299477459868102,2
red-commons,1,0.0,0.004515070835770066,1
mccabe,1,0.0,0.004515070835770066,1
sphinxcontrib-qthelp,1,0.0,0.004515070835770066,1
sphinxcontrib-jquery,1,0.0,0.004515070835770066,1
zipp,1,0.006138096001128113,0.02460854448160368,5
discord-py,1,0.0,0.004515070835770066,1
sphinxcontrib-devhelp,1,0.0,0.004515070835770066,1
apsw,1,0.0,0.004515070835770066,1
sphinxcontrib-htmlhelp,1,0.0,0.004515070835770066,1
markdown-it-py,1,0.0,0.004515070835770066,1
astroid,1,0.0,0.004515070835770066,1
sphinxcontrib-applehelp,1,0.0,0.004515070835770066,1
sphinxcontrib-jsmath,1,0.0,0.004515070835770066,1
red-lavalink,1,0.0,0.004515070835770066,1
mdurl,1,0.0,0.004515070835770066,1
iniconfig,1,0.0,0.004515070835770066,1
imagesize,1,0.0,0.004515070835770066,1
redshift-connector,0,0.001972084298814258,0.03437276109688005,8
rembg,0,0.010408966453583635,0.07057614363590893,10
bandit,1,0.0,0.003137812221820449,1
scikit-image,2,1.1269766333319457e-05,0.007922218845918486,2
pymatting,1,0.0,0.003137812221820449,1
pooch,2,1.1269766333319457e-05,0.007922218845918486,2
asyncer,1,0.0,0.003137812221820449,1
onnxruntime-rocm,1,0.0,0.003137812221820449,1
imagehash,2,1.608189546256039e-05,0.006851281369061604,2
onnxruntime-gpu,1,0.0,0.003137812221820449,1
pysocks,2,0.0,0.009318845634600493,2
rpyc,0,0.0,6.66936437037091e-05,1
sagemaker,1,0.10588895868456291,0.15693178679764416,10
mypy-boto3-s3,1,0.0,0.006977168392098744,1
fabric,1,0.0,0.006977168392098744,1
stopit,1,0.0,0.006977168392098744,1
tensorflow,2,0.0,0.01665627938679783,2
contextlib2,1,0.0,0.006977168392098744,1
pyvis,1,0.0,0.006977168392098744,1
sagemaker-schema-inference-artifacts,1,0.0,0.006977168392098744,1
sagemaker-mlflow,1,0.0,0.006977168392098744,1
tblib,1,0.0,0.006977168392098744,1
sagemaker-feature-store-pyspark-3-3,1,0.0,0.006977168392098744,1
google-pasta,1,0.0,0.006977168392098744,1
mypy-boto3-redshift-data,1,0.0,0.006977168392098744,1
pathos,1,0.0,0.006977168392098744,1
tritonclient,1,0.0,0.006977168392098744,1
sagemaker-core,1,0.0,0.006977168392098744,1
awslogs,1,0.0,0.006977168392098744,1
smdebug-rulesconfig,1,0.0,0.006977168392098744,1
mypy-boto3-appflow,1,0.0,0.006977168392098744,1
sagemaker-experiments,1,0.0,0.006977168392098744,1
lexicon,1,0.0,0.006977168392098744,1
mypy-boto3-rds,1,0.0,0.006977168392098744,1
scapy,0,0.0014034817867906435,0.015044393419768399,6
pyx,1,0.0,0.0006688804081764541,1
sphinx-gallery,1,0.0,0.004784406624098036,1
sphinx-design,1,0.0,0.004784406624098036,1
pyamg,1,0.0,0.004784406624098036,1
conda-lock,1,0.0,0.004784406624098036,1
sphinx-remove-toctrees,1,0.0,0.004784406624098036,1
sphinxcontrib-sass,1,0.0,0.004784406624098036,1
scrapy,0,0.012903217374554802,0.015002388596949735,5
pydispatcher,1,0.0,0.0006670228360829737,1
tldextract,1,0.0,0.0006670228360829737,1
queuelib,1,0.0,0.0006670228360829737,1
protego,1,0.0,0.0006670228360829737,1
itemloaders,1,0.0,0.0006670228360829737,1
parsel,1,0.0,0.0006670228360829737,1
zope-interface,2,0.0,0.0021951416559225206,2
twisted,1,0.028327863596436412,0.03437049691815644,8
w3lib,1,0.0,0.0006670228360829737,1
pypydispatcher,1,0.0,0.0006670228360829737,1
itemadapter,1,0.0,0.0006670228360829737,1
sentry-sdk,0,0.027242311949872144,0.055397118025147525,9
apache-beam,1,0.0,0.002462989710951825,1
falcon,1,0.0,0.002462989710951825,1
executing,1,0.0,0.002462989710951825,1
pydantic-ai,1,0.0,0.002462989710951825,1
sanic,2,1.6556510403650024e-05,0.0045768092397526355,2
asttokens,1,0.0,0.002462989710951825,1
pure_eval,1,0.0,0.002462989710951825,1
unleashclient,1,0.0,0.002462989710951825,1
statsig,1,0.0,0.002462989710951825,1
celery-redbeat,1,0.0,0.002462989710951825,1
arq,1,0.0,0.002462989710951825,1
chalice,2,1.6556510403650024e-05,0.0045768092397526355,2
openfeature-sdk,1,0.0,0.002462989710951825,1
bottle,1,0.0,0.002462989710951825,1
clickhouse-driver,1,0.0,0.002462989710951825,1
huggingface_hub,2,9.852952545574182e-05,0.00766063201103934,2
launchdarkly-server-sdk,1,0.0,0.002462989710951825,1
starlite,1,0.0,0.002462989710951825,1
sphinx-notfound-page,1,0.0,0.004615921080776021,1
pygments-github-lexers,1,0.0,0.004615921080776021,1
sphinx-reredirects,1,0.0,0.004615921080776021,1
pytest-mypy,2,1.1870446939870824e-05,0.005710059948282591,2
pyproject-hooks,1,0.0,0.004615921080776021,1
pytest-subprocess,1,0.0,0.004615921080776021,1
jaraco.tidelift,2,1.1870446939870824e-05,0.005710059948282591,2
pytest-checkdocs,2,1.1870446939870824e-05,0.005710059948282591,2
jaraco.path,1,0.0,0.004615921080776021,1
jaraco.functools,2,1.1870446939870824e-05,0.005710059948282591,2
pytest-enabler,2,1.1870446939870824e-05,0.005710059948282591,2
pytest-ruff,2,1.1870446939870824e-05,0.005710059948282591,2
sphinx-favicon,1,0.0,0.004615921080776021,1
rst.linker,2,1.1870446939870824e-05,0.005710059948282591,2
jaraco.text,1,0.0,0.004615921080776021,1
ini2toml,1,0.0,0.004615921080776021,1
jaraco.test,2,1.1870446939870824e-05,0.005710059948282591,2
jaraco.packaging,2,1.1870446939870824e-05,0.005710059948282591,2
pytest-perf,1,0.0,0.004615921080776021,1
sphinxcontrib-towncrier,2,0.0,0.007817458688560723,2
sphinx-lint,2,1.1870446939870824e-05,0.005710059948282591,2
jaraco.envs,1,0.0,0.004615921080776021,1
pytest-home,1,0.0,0.004615921080776021,1
jaraco.develop,1,0.0,0.004615921080776021,1
sglang,0,0.04095263617743423,0.11690726654825548,10
st_attn,1,0.0,0.0051976423000875144,1
cuda-python,1,0.0,0.0051976423000875144,1
torch_memory_saver,1,0.0,0.0051976423000875144,1
sgl-kernel,1,0.0,0.0051976423000875144,1
xgrammar,2,0.0022381728546023503,0.05656929690811469,9
remote-pdb,1,0.0,0.0051976423000875144,1
flashinfer_cubin,1,0.0,0.0051976423000875144,1
openai-harmony,2,1.9239295005307495e-05,0.01068338394586692,2
nvidia-ml-py,1,0.0,0.0051976423000875144,1
yunchang,1,0.0,0.0051976423000875144,1
compressed-tensors,2,1.9239295005307495e-05,0.01068338394586692,2
nvidia-cutlass-dsl,1,0.0,0.0051976423000875144,1
interegular,1,0.0,0.0051976423000875144,1
modelscope,1,0.0,0.0051976423000875144,1
torchao,1,0.0,0.0051976423000875144,1
moviepy,1,0.0,0.0051976423000875144,1
decord2,1,0.0,0.0051976423000875144,1
blobfile,2,0.0,0.014876753294786603,2
partial_json_parser,1,0.0,0.0051976423000875144,1
torchaudio,3,1.9239295005307495e-05,0.020362494940566012,3
gguf,2,1.9239295005307495e-05,0.01068338394586692,2
imageio-ffmpeg,1,0.0,0.0051976423000875144,1
pybase64,2,1.9239295005307495e-05,0.01068338394586692,2
torchcodec,1,0.0,0.0051976423000875144,1
outlines,1,0.0,0.0051976423000875144,1
checkpoint-engine,1,0.0,0.0051976423000875144,1
llguidance,2,1.9239295005307495e-05,0.01068338394586692,2
vsa,1,0.0,0.0051976423000875144,1
flashinfer_python,1,0.0,0.0051976423000875144,1
signxml,0,0.0015014247132412698,0.020786985842469564,7
lxml-stubs,1,0.0,0.0009241920943521291,1
skops,0,0.0013445606118036519,0.02262295084336359,5
prettytable,1,0.0,0.0010058127737798555,1
pytzdata,1,0.0,0.0043043940130807635,1
asn1crypto,1,0.0,0.0043043940130807635,1
pexpect,1,0.0,0.0043043940130807635,1
keyring,1,0.0,0.0043043940130807635,1
social-auth-app-django,0,0.004009074414330648,0.010411735624800977,5
social-auth-core,1,0.0,0.0004628964324401087,1
django-stubs,1,0.0,0.0004628964324401087,1
django-stubs-ext,1,0.0,0.0004628964324401087,1
spotipy,0,0.0029808503316684767,0.012585943265190962,5
flake8-string-format,1,0.0,0.0005595570105440214,1
autopep8,2,2.13031226012805e-05,0.0024328485985429258,2
pymemcache,1,0.0,0.0005595570105440214,1
strawberry-graphql,0,0.008253470130931447,0.04754454324940937,9
lia-web,1,0.0,0.002113819528800811,1
graphql-core,1,0.0,0.002113819528800811,1
libcst,2,3.7864343641943625e-05,0.011792930523499898,2
pyinstrument,1,0.0,0.002113819528800811,1
channels,1,0.0,0.002113819528800811,1
streamlit,1,0.007662269390065679,0.06639850892046816,10
streamlit-pdf,1,0.0,0.002952050676467115,1
pydeck,1,0.0,0.002952050676467115,1
nvidia-cufft-cu12,1,0.0,0.0038060430560832308,1
nvidia-cusparselt-cu12,1,0.0,0.0038060430560832308,1
nvidia-cublas-cu12,1,0.0,0.0038060430560832308,1
nvidia-cufile-cu12,1,0.0,0.0038060430560832308,1
nvidia-cuda-cupti-cu12,1,0.0,0.0038060430560832308,1
nvidia-cusparse-cu12,1,0.0,0.0038060430560832308,1
nvidia-cuda-runtime-cu12,1,0.0,0.0038060430560832308,1
nvidia-cudnn-cu12,1,0.0,0.0038060430560832308,1
nvidia-nvshmem-cu12,1,0.0,0.0038060430560832308,1
nvidia-nvtx-cu12,1,0.0,0.0038060430560832308,1
nvidia-nvjitlink-cu12,1,0.0,0.0038060430560832308,1
nvidia-curand-cu12,1,0.0,0.0038060430560832308,1
nvidia-cusolver-cu12,1,0.0,0.0038060430560832308,1
nvidia-nccl-cu12,1,0.0,0.0038060430560832308,1
nvidia-cuda-nvrtc-cu12,1,0.0,0.0038060430560832308,1
slack-sdk,1,0.0,0.00463934658410918,1
librosa,2,0.0,0.015164852640478494,2
fugashi,1,0.0,0.009679110994699088,1
mistral-common,1,0.0,0.009679110994699088,1
optax,1,0.0,0.009679110994699088,1
pyctcdecode,1,0.0,0.009679110994699088,1
kenlm,1,0.0,0.009679110994699088,1
tf2onnx,1,0.0,0.009679110994699088,1
tensorflow-text,1,0.0,0.009679110994699088,1
keras-nlp,1,0.0,0.009679110994699088,1
sigopt,1,0.0,0.009679110994699088,1
kernels,1,0.0,0.009679110994699088,1
phonemizer,1,0.0,0.009679110994699088,1
sacremoses,2,0.0,0.013418232870648784,2
flax,1,0.0,0.009679110994699088,1
sacrebleu,1,0.0,0.009679110994699088,1
tensorflow-probability,1,0.0,0.009679110994699088,1
optimum-benchmark,1,0.0,0.009679110994699088,1
sudachipy,1,0.0,0.009679110994699088,1
rjieba,1,0.0,0.009679110994699088,1
onnxruntime-tools,1,0.0,0.009679110994699088,1
jaxlib,1,0.0,0.009679110994699088,1
ipadic,1,0.0,0.009679110994699088,1
sudachidict_core,1,0.0,0.009679110994699088,1
hf_xet,1,0.0,0.009679110994699088,1
codecarbon,1,0.0,0.009679110994699088,1
pytest-order,1,0.0,0.009679110994699088,1
onnxconverter-common,1,0.0,0.009679110994699088,1
natten,1,0.0,0.009679110994699088,1
rouge-score,1,0.0,0.009679110994699088,1
tensorflow-cpu,1,0.0,0.009679110994699088,1
jax,1,0.0,0.009679110994699088,1
unidic_lite,1,0.0,0.009679110994699088,1
unidic,1,0.0,0.009679110994699088,1
av,1,0.0,0.009679110994699088,1
rhoknp,1,0.0,0.009679110994699088,1
evaluate,1,0.0,0.009679110994699088,1
optuna,1,0.0,0.009679110994699088,1
pytest-rich,1,0.0,0.009679110994699088,1
pyobjc-core,1,0.0,0.001528118819839547,1
hyperlink,1,0.0,0.001528118819839547,1
python-subunit,1,0.0,0.001528118819839547,1
priority,1,0.0,0.001528118819839547,1
pyserial,1,0.0,0.001528118819839547,1
automat,1,0.0,0.001528118819839547,1
incremental,1,0.0,0.001528118819839547,1
pydoctor,1,0.0,0.001528118819839547,1
twisted-iocpsupport,1,0.0,0.001528118819839547,1
mypy-zope,1,0.0,0.001528118819839547,1
cython-test-exception-raiser,1,0.0,0.001528118819839547,1
constantly,1,0.0,0.001528118819839547,1
pyobjc-framework-cocoa,1,0.0,0.001528118819839547,1
pyobjc-framework-cfnetwork,1,0.0,0.001528118819839547,1
pyflakes,1,0.0,0.001528118819839547,1
pyhamcrest,1,0.0,0.001528118819839547,1
twistedchecker,1,0.0,0.001528118819839547,1
pygobject,1,0.0,0.001528118819839547,1
python-magic,1,0.0,0.003739121875949695,1
pdfminer.six,1,0.0,0.003739121875949695,1
python-oxmsg,1,0.0,0.003739121875949695,1
effdet,1,0.0,0.003739121875949695,1
unstructured.paddleocr,1,0.0,0.003739121875949695,1
google-cloud-vision,1,0.0,0.003739121875949695,1
unstructured-inference,1,0.0,0.003739121875949695,1
langdetect,1,0.0,0.003739121875949695,1
msoffcrypto-tool,1,0.0,0.003739121875949695,1
python-iso639,1,0.0,0.003739121875949695,1
unstructured.pytesseract,1,0.0,0.003739121875949695,1
unstructured-client,1,0.0,0.003739121875949695,1
pi_heif,1,0.0,0.003739121875949695,1
pdf2image,1,0.0,0.003739121875949695,1
pikepdf,1,0.0,0.003739121875949695,1
emoji,1,0.0,0.003739121875949695,1
time-machine,1,0.0,0.0032015376077847023,1
coverage-enable-subprocess,1,0.0,0.0032015376077847023,1
covdefaults,1,0.0,0.0032015376077847023,1
distlib,1,0.0,0.0032015376077847023,1
proselint,1,0.0,0.0032015376077847023,1
pytest-freezer,1,0.0,0.0032015376077847023,1
sphinx-argparse,1,0.0,0.0032015376077847023,1
partial-json-parser,1,0.0,0.005485741645779406,1
lm-format-enforcer,1,0.0,0.005485741645779406,1
petit-kernel,1,0.0,0.005485741645779406,1
xformers,1,0.0,0.005485741645779406,1
flashinfer-python,1,0.0,0.005485741645779406,1
runai-model-streamer,1,0.0,0.005485741645779406,1
tensorizer,1,0.0,0.005485741645779406,1
runai-model-streamer-s3,1,0.0,0.005485741645779406,1
fastsafetensors,1,0.0,0.005485741645779406,1
outlines_core,1,0.0,0.005485741645779406,1
blake3,1,0.0,0.005485741645779406,1
prometheus-fastapi-instrumentator,1,0.0,0.005485741645779406,1
cbor2,1,0.0,0.005485741645779406,1
mistral_common,1,0.0,0.005485741645779406,1
runai-model-streamer-gcs,1,0.0,0.005485741645779406,1
depyf,1,0.0,0.005485741645779406,1
python-json-logger,1,0.0,0.005485741645779406,1
pylons-sphinx-themes,2,1.8907386495525002e-06,0.0022203172965717796,2
weasyprint,0,0.00800584712129455,0.022643491307023953,5
pydyf,1,0.0,0.0010067370369922083,1
cssselect2,1,0.0,0.0010067370369922083,1
pyphen,1,0.0,0.0010067370369922083,1
tinycss2,1,0.0,0.0010067370369922083,1
tinyhtml5,1,0.0,0.0010067370369922083,1
webob,0,0.0018250453248164925,0.022722678632776588,5
legacy-cgi,1,0.0,0.0010102463171037673,1
mlx-lm,1,0.0,0.002515173759850491,1
xhtml2pdf,0,0.008147374632744665,0.023568734830153325,7
pyhanko-certvalidator,1,0.0,0.0010478698371480398,1
svglib,1,0.0,0.0010478698371480398,1
arabic-reshaper,1,0.0,0.0010478698371480398,1
pyhanko,1,0.0,0.0010478698371480398,1
python-bidi,1,0.0,0.0010478698371480398,1
sphinx_reredirects,1,0.0,0.0010478698371480398,1
ydata-profiling,0,0.027986871662180182,0.08352509220855528,10
visions,1,0.0,0.0037134691472411547,1
mkdocs-table-reader-plugin,1,0.0,0.0037134691472411547,1
multimethod,1,0.0,0.0037134691472411547,1
codecov,1,0.0,0.0037134691472411547,1
autodoc-pydantic,1,0.0,0.0037134691472411547,1
wordcloud,1,0.0,0.0037134691472411547,1
mike,1,0.0,0.0037134691472411547,1
sphinx-multiversion,1,0.0,0.0037134691472411547,1
tangled-up-in-unicode,1,0.0,0.0037134691472411547,1
dacite,1,0.0,0.0037134691472411547,1
phik,1,0.0,0.0037134691472411547,1
mkdocs-badges,1,0.0,0.0037134691472411547,1
minify-html,1,0.0,0.0037134691472411547,1
statsmodels,1,0.0,0.0037134691472411547,1
kaggle,1,0.0,0.0037134691472411547,1
yt-dlp,0,0.00805645327968344,0.04213398022550311,9
pycryptodomex,1,0.0,0.0018732915879989044,1
yt-dlp-ejs,1,0.0,0.0018732915879989044,1
mutagen,1,0.0,0.0018732915879989044,1
secretstorage,1,0.0,0.0018732915879989044,1
big-o,1,0.0,0.0010941388675065695,1
jaraco.itertools,1,0.0,0.0010941388675065695,1
pytest-ignore-flaky,1,0.0,0.0010941388675065695,1
