PROJECT_NAME,PROJECT_TYPE,PRODUCT_NAME,ISSUE_SEVERITY,CVE,CWE,SEMVER_VULNERABLE_RANGE,FIXED_IN_VERSION,VULNERABILITY_PUBLICATION_DATE,FIRST_INTRODUCED,UPDATED_AT
webob,pip,OSV Database,moderate,CVE-2024-42353,,>=0,1.8.8,2024-08-14T17:48:06Z,,2025-01-21T18:21:20.814464Z
xgrammar,pip,OSV Database,moderate,CVE-2025-32381,,>=0,0.1.18,2025-04-09T13:08:59Z,,2025-04-09T20:27:23.523641Z
xgrammar,pip,OSV Database,high,CVE-2025-57809,,>=0,0.1.21,2025-08-25T20:43:45Z,,2025-09-10T21:41:11.075016Z
xgrammar,pip,OSV Database,moderate,CVE-2025-58446,,>=0.1.23,0.1.24,2025-09-05T21:10:06Z,,2025-09-10T20:51:27Z
lightning,pip,OSV Database,critical,CVE-2024-5452,,>=0,2.3.3,2024-06-06T18:30:58Z,,2024-10-16T19:09:25.183097Z
lightning,pip,OSV Database,critical,CVE-2024-5980,,>=0,2.3.3,2024-06-27T21:32:08Z,,2025-10-16T08:04:26.219766Z
vllm,pip,OSV Database,high,CVE-2025-6242,,>=0.5.0,0.11.0,2025-10-07T22:14:15Z,,2025-10-27T20:22:53.808235Z
vllm,pip,OSV Database,low,CVE-2025-46570,,>=0,0.9.0,2025-05-28T18:02:24Z,,2025-06-27T21:29:36.920691Z
vllm,pip,OSV Database,critical,CVE-2024-11041,,>=0,,2025-03-20T12:32:41Z,,2025-03-21T17:23:16.625201Z
vllm,pip,OSV Database,moderate,CVE-2025-61620,,>=0.5.1,0.11.0,2025-10-07T21:35:22Z,,2025-10-07T21:57:29.225036Z
vllm,pip,OSV Database,moderate,CVE-2025-48942,,>=0.8.0,0.9.0,2025-05-28T19:41:53Z,,2025-06-27T21:29:36.868644Z
vllm,pip,OSV Database,high,CVE-2025-9141,,>=0.10.0,0.10.1.1,2025-08-21T14:46:51Z,,2025-08-21T15:27:26.834588Z
vllm,pip,OSV Database,high,CVE-2025-30202,,>=0.5.2,0.8.5,2025-04-29T14:50:59Z,,2025-05-05T22:39:17.360208Z
vllm,pip,OSV Database,moderate,CVE-2025-48943,,>=0.8.0,0.9.0,2025-05-28T19:42:12Z,,2025-06-27T21:29:54.282590Z
vllm,pip,OSV Database,high,CVE-2025-30165,,>=0.5.2,,2025-05-06T16:38:35Z,,2025-05-06T20:07:19.919969Z
vllm,pip,OSV Database,moderate,CVE-2025-46722,,>=0.7.0,0.9.0,2025-05-28T18:03:41Z,,2025-05-29T22:02:15.405402Z
vllm,pip,OSV Database,critical,CVE-2024-9053,,>=0,,2025-03-20T12:32:50Z,,2025-04-29T20:41:16.457101Z
vllm,pip,OSV Database,critical,,,>=0,0.8.0,2025-04-23T02:26:06Z,,2025-04-23T02:48:40.091704Z
vllm,pip,OSV Database,moderate,,,>=0.6.5,0.8.4,2025-04-15T21:21:04Z,,2025-04-15T22:03:58.272123Z
vllm,pip,OSV Database,critical,CVE-2025-32444,,>=0.6.5,0.8.5,2025-04-29T14:52:29Z,,2025-05-29T17:14:41.610849Z
vllm,pip,OSV Database,critical,CVE-2025-47277,,>=0.6.5,0.8.5,2025-05-20T18:04:30Z,,2025-05-20T21:24:49.985865Z
vllm,pip,OSV Database,moderate,,,>=0.6.3,0.9.0,2025-05-28T17:50:06Z,,2025-05-28T18:25:40.485393Z
vllm,pip,OSV Database,moderate,CVE-2025-29770,,>=0,0.8.0,2025-03-19T15:52:26Z,,2025-03-20T19:15:41.666297Z
vllm,pip,OSV Database,critical,CVE-2024-9052,,>=0,,2025-03-20T12:32:50Z,,2025-04-09T17:32:30.928981Z
vllm,pip,OSV Database,high,CVE-2025-24357,,>=0,0.7.0,2025-01-27T20:50:30Z,,2025-06-30T13:10:11.856498Z
vllm,pip,OSV Database,low,CVE-2025-25183,,>=0,0.7.2,2025-02-06T20:00:05Z,,2025-07-02T14:40:13.810290Z
vllm,pip,OSV Database,high,CVE-2025-48956,,>=0.1.0,0.10.1.1,2025-08-21T14:24:16Z,,2025-08-21T15:48:21.676516Z
vllm,pip,OSV Database,moderate,CVE-2025-46560,,>=0.8.0,0.8.5,2025-04-29T16:43:10Z,,2025-04-30T17:55:50.132047Z
vllm,pip,OSV Database,moderate,CVE-2025-48944,,>=0.8.0,0.9.0,2025-05-28T19:42:32Z,,2025-05-30T21:57:21.664760Z
vllm,pip,OSV Database,high,CVE-2024-8768,,>=0,0.5.5,2024-09-17T18:33:26Z,,2024-09-17T21:57:24.649491Z
vllm,pip,OSV Database,moderate,CVE-2025-48887,,>=0.6.4,0.9.0,2025-05-28T17:49:33Z,,2025-06-19T16:23:43.911105Z
vllm,pip,OSV Database,moderate,CVE-2024-8939,,>=0,,2024-09-17T18:33:26Z,,2024-09-17T22:12:20.511899Z
vllm,pip,OSV Database,high,CVE-2025-59425,,>=0,0.11.0,2025-10-07T17:24:47Z,,2025-10-07T17:57:22.413232Z
vllm,pip,OSV Database,critical,CVE-2025-29783,,>=0.6.5,0.8.0,2025-03-19T15:55:58Z,,2025-07-02T14:39:59.557339Z
llama-index-core,pip,OSV Database,high,CVE-2025-6209,,>=0.11.23,0.12.41,2025-07-07T15:30:37Z,,2025-07-08T18:56:25.496874Z
llama-index-core,pip,OSV Database,moderate,CVE-2025-5472,,>=0,0.12.38,2025-07-07T12:30:23Z,,2025-07-08T18:44:46.570064Z
llama-index-core,pip,OSV Database,high,CVE-2025-5302,,>=0,0.12.38,2025-08-26T00:31:13Z,,2025-08-26T18:12:26.385235Z
llama-index-core,pip,OSV Database,high,CVE-2025-7647,,>=0,0.13.0,2025-09-27T18:30:49Z,,2025-09-29T19:42:22.934232Z
llama-index-core,pip,OSV Database,critical,CVE-2024-45201,,>=0,0.10.38,2024-08-22T21:31:29Z,,2025-01-21T18:19:46.838889Z
llama-index-core,pip,OSV Database,moderate,CVE-2025-3108,,>=0.11.15,0.12.41,2025-07-07T00:30:18Z,,2025-07-07T23:42:18.534851Z
llama-index-core,pip,OSV Database,critical,CVE-2024-3271,,>=0,0.10.24,2024-04-16T00:30:34Z,,2024-04-16T18:42:03.447757Z
llama-index-core,pip,OSV Database,critical,CVE-2024-3098,,>=0,0.10.24,2024-04-10T18:30:48Z,,2024-04-10T22:42:15.068018Z
num2words,pip,OSV Database,critical,,,>=0.5.15,,2025-07-31T19:33:29Z,,2025-08-06T04:27:26.046626Z
num2words,pip,OSV Database,unknown,,,,,2025-08-06T01:01:03Z,,2025-08-06T04:27:26.046626Z
num2words,pip,OSV Database,unknown,,,,,2025-07-31T14:52:26.947995Z,,2025-08-06T04:27:26.046626Z
pyinstaller,pip,OSV Database,high,CVE-2019-16784,,>=0,3.6,2020-01-16T22:18:27Z,,2024-10-23T16:04:15.155394Z
pyinstaller,pip,OSV Database,high,CVE-2023-49797,,>=0,5.13.1,2023-12-09T00:39:46Z,,2024-11-22T20:33:42.273183Z
pyinstaller,pip,OSV Database,high,CVE-2025-59042,,>=0,6.0.0,2025-09-10T20:30:18Z,,2025-09-10T20:33:15.059165Z
pyinstaller,pip,OSV Database,unknown,CVE-2019-16784,,>=0,3.6,2020-01-14T20:15:00Z,,2023-11-08T04:01:21.579285Z
pikepdf,pip,OSV Database,high,CVE-2021-29421,,>=1.3.0,2.10.0,2021-04-20T16:30:03Z,,2024-10-09T20:02:03.422882Z
pikepdf,pip,OSV Database,unknown,CVE-2021-29421,,>=1.3.0,2.10.0,2021-04-01T20:15:00Z,,2023-11-08T04:05:33.347900Z
lmdb,pip,OSV Database,critical,CVE-2019-16224,,>=0,,2022-05-24T16:55:55Z,,2024-09-30T17:01:34.976488Z
lmdb,pip,OSV Database,critical,CVE-2019-16225,,>=0,,2022-05-24T16:55:55Z,,2024-09-30T17:01:18.365162Z
lmdb,pip,OSV Database,high,CVE-2019-16228,,>=0,,2022-05-24T16:55:56Z,,2024-09-30T17:04:57.418076Z
lmdb,pip,OSV Database,critical,CVE-2019-16227,,>=0,,2022-05-24T22:00:30Z,,2024-09-30T17:04:57.039914Z
lmdb,pip,OSV Database,high,CVE-2019-16226,,>=0,,2022-05-24T16:55:55Z,,2024-09-30T17:01:01.981850Z
lmdb,pip,OSV Database,unknown,CVE-2019-16224,,>=0,0.98,2019-09-11T15:15:00Z,,2024-04-22T22:56:35.418268Z
lmdb,pip,OSV Database,unknown,CVE-2019-16225,,>=0,0.98,2019-09-11T15:15:00Z,,2024-04-22T22:56:30.690310Z
lmdb,pip,OSV Database,unknown,CVE-2019-16226,,>=0,0.98,2019-09-11T15:15:00Z,,2023-11-08T04:01:17.071800Z
lmdb,pip,OSV Database,unknown,CVE-2019-16227,,>=0,0.98,2019-09-11T15:15:00Z,,2024-04-22T22:56:23.269458Z
lmdb,pip,OSV Database,unknown,CVE-2019-16228,,>=0,0.98,2019-09-11T15:15:00Z,,2024-04-22T22:56:36.976644Z
djangorestframework-simplejwt,pip,OSV Database,low,CVE-2024-22513,,>=0,5.5.1,2024-03-16T09:30:35Z,,2025-09-02T15:48:09.098577Z
py7zr,pip,OSV Database,critical,CVE-2022-44900,,>=0,0.20.1,2022-12-06T21:30:45Z,,2024-10-18T22:22:41.281652Z
py7zr,pip,OSV Database,unknown,CVE-2022-44900,,>=0,0.20.1,2022-12-06T20:15:00Z,,2023-11-08T04:10:49.215802Z
scapy,pip,OSV Database,moderate,,,>=0,,2025-10-22T16:45:49Z,,2025-10-23T20:17:37.620579Z
scapy,pip,OSV Database,high,CVE-2019-1010142,,>=2.4-rc1,2.4.1,2019-07-22T14:53:58Z,,2024-10-22T17:15:41.958674Z
scapy,pip,OSV Database,unknown,CVE-2019-1010142,,>=0,2.4.1,2019-07-19T16:15:00Z,,2023-11-08T04:00:40.784299Z
eth-account,pip,OSV Database,moderate,CVE-2022-1930,,>=0,0.5.9,2022-08-23T00:00:13Z,,2025-02-14T05:28:49.818703Z
acryl-datahub,pip,OSV Database,critical,CVE-2022-39366,,>=0,0.8.45,2022-10-31T22:42:57Z,,2024-02-18T05:32:22.348994Z
apache-airflow-providers-amazon,pip,OSV Database,high,CVE-2023-25956,,>=0,7.2.1,2023-02-24T12:31:20Z,,2023-11-08T04:11:56.668958Z
scrapy,pip,OSV Database,moderate,,,>=0,2.11.2,2024-05-14T20:14:49Z,,2024-11-28T05:42:50.070417Z
scrapy,pip,OSV Database,high,CVE-2025-6176,,>=0,,2025-10-31T00:30:35Z,,2025-11-07T19:18:36.359448Z
scrapy,pip,OSV Database,moderate,CVE-2024-1968,,>=0,2.11.2,2024-05-14T20:14:33Z,,2025-07-15T18:12:02.837491Z
scrapy,pip,OSV Database,high,CVE-2024-3572,,>=2.0.0 >=0,2.11.1,2024-02-16T16:07:13Z,,2024-04-16T14:41:49.914710Z
scrapy,pip,OSV Database,moderate,,,>=0 >=2.0.0,1.8.3,2022-07-29T22:26:57Z,,2024-11-28T05:41:04.660880Z
scrapy,pip,OSV Database,high,CVE-2024-1892,,>=2 >=0,2.11.1,2024-02-15T15:22:02Z,,2025-01-14T17:20:10.367591Z
scrapy,pip,OSV Database,moderate,CVE-2022-0577,,>=0 >=2.0.0,1.8.2,2022-03-01T22:12:47Z,,2024-10-22T17:04:45.200473Z
scrapy,pip,OSV Database,high,CVE-2024-3574,,>=2 >=0,2.11.1,2024-02-15T15:32:15Z,,2024-04-16T14:41:41.332023Z
scrapy,pip,OSV Database,high,CVE-2017-14158,,>=0.7,,2022-05-17T01:16:31Z,,2024-10-23T19:00:47.976846Z
scrapy,pip,OSV Database,moderate,,,>=0,2.11.2,2024-05-14T20:14:43Z,,2024-11-28T05:39:05.360305Z
scrapy,pip,OSV Database,moderate,CVE-2021-41125,,>=0 >=2.0.0,1.8.1,2021-10-06T17:46:22Z,,2024-10-26T23:01:30.461594Z
scrapy,pip,OSV Database,moderate,,,>=0 >=2.0.0,1.8.2,2022-03-01T22:13:28Z,,2024-12-07T05:40:29.120017Z
scrapy,pip,OSV Database,unknown,CVE-2017-14158,,>=0.7,,2017-09-05T17:29:00Z,,2025-10-09T05:30:09.620373Z
scrapy,pip,OSV Database,unknown,CVE-2021-41125,,>=0 >=2.0.0,1.8.1,2021-10-06T18:15:00Z,,2023-11-08T04:06:52.040115Z
scrapy,pip,OSV Database,unknown,CVE-2022-0577,,>=0,2.6.1,2022-03-02T04:15:00Z,,2025-10-09T08:23:09.449118Z
zstd,pip,OSV Database,high,CVE-2022-4899,,>=0,1.5.4.0,2023-03-31T21:30:37Z,,2024-11-19T19:23:12.901696Z
zstd,pip,OSV Database,unknown,CVE-2022-4899,,>=0,,2023-03-31T20:15:00Z,,2025-10-09T08:26:18.267077Z
safety,pip,OSV Database,moderate,CVE-2020-5252,,>=0,1.9.0,2020-03-24T15:07:56Z,,2024-10-21T21:22:45.948328Z
safety,pip,OSV Database,unknown,CVE-2020-5252,,>=0,1.8.7,2020-03-23T23:15:00Z,,2023-11-08T04:03:53.028377Z
unstructured,pip,OSV Database,moderate,CVE-2024-46455,,>=0,0.14.3,2024-12-09T21:31:02Z,,2024-12-10T21:57:04.563323Z
requests-kerberos,pip,OSV Database,critical,CVE-2014-8650,,>=0,0.6,2020-03-10T18:02:31Z,,2024-10-26T23:02:46.084023Z
requests-kerberos,pip,OSV Database,unknown,CVE-2014-8650,,>=0,0.6,2019-12-15T22:15:00Z,,2023-11-08T03:57:45.783365Z
markdown2,pip,OSV Database,moderate,CVE-2009-3724,,>=0,1.0.1.14,2022-04-21T01:54:03Z,,2024-09-30T17:01:01.298140Z
markdown2,pip,OSV Database,moderate,CVE-2020-11888,,>=0,2.3.9,2020-04-22T20:59:50Z,,2024-09-24T20:33:18.866718Z
markdown2,pip,OSV Database,high,CVE-2021-26813,,>=1.0.1.18,2.4.0,2021-06-02T21:44:28Z,,2025-02-21T05:30:49.729149Z
markdown2,pip,OSV Database,moderate,CVE-2018-5773,,>=0,2.3.6,2018-07-12T20:29:21Z,,2024-09-30T17:23:16.991720Z
markdown2,pip,OSV Database,unknown,CVE-2018-5773,,>=0,2.3.6,2018-01-18T21:29:00Z,,2023-11-08T04:00:20.840570Z
markdown2,pip,OSV Database,unknown,CVE-2009-3724,,>=0,1.0.1.14,2020-01-15T21:15:00Z,,2023-11-08T03:56:53.943561Z
markdown2,pip,OSV Database,unknown,CVE-2020-11888,,>=0,2.3.9,2020-04-20T16:15:00Z,,2023-11-08T04:02:07.747183Z
markdown2,pip,OSV Database,unknown,CVE-2021-26813,,>=1.0.1.18,2.4.0,2021-03-03T16:15:00Z,,2023-11-08T04:05:22.342158Z
channels,pip,OSV Database,high,CVE-2020-35681,,>=3.0.0,3.0.3,2021-03-19T21:29:02Z,,2024-09-13T18:01:43.817869Z
channels,pip,OSV Database,unknown,CVE-2020-35681,,>=3.0.0,3.0.3,2021-02-22T03:15:00Z,,2023-11-08T04:03:35.366407Z
python-ldap,pip,OSV Database,moderate,CVE-2025-61912,,>=0,3.4.5,2025-10-10T22:53:25Z,,2025-10-13T16:01:45.410635Z
python-ldap,pip,OSV Database,moderate,CVE-2021-46823,,>=0,3.4.0,2022-06-19T00:00:21Z,,2025-01-14T10:12:11.800964Z
python-ldap,pip,OSV Database,moderate,CVE-2025-61911,,>=0,3.4.5,2025-10-10T22:51:28Z,,2025-10-13T16:01:55.009776Z
python-ldap,pip,OSV Database,moderate,,,>=0,3.4.0,2021-11-29T17:58:59Z,,2024-12-02T05:49:58.511398Z
apache-airflow-providers-microsoft-mssql,pip,OSV Database,moderate,CVE-2023-35798,,>=0,3.4.1,2023-06-27T12:30:42Z,,2025-02-22T05:12:58.805262Z
tablib,pip,OSV Database,critical,CVE-2017-2810,,>=0,0.11.5,2018-07-13T16:01:25Z,,2024-12-07T05:39:28.757639Z
tablib,pip,OSV Database,unknown,CVE-2017-2810,,>=0,0.11.5,2017-06-14T13:29:00Z,,2023-11-08T03:59:19.918127Z
dagster,pip,OSV Database,moderate,CVE-2025-51481,,>=0,1.10.16,2025-07-22T18:30:42Z,,2025-07-22T22:27:21.835492Z
dagster,pip,OSV Database,moderate,CVE-2023-51232,,>=0,1.5.11,2025-07-07T15:30:38Z,,2025-07-08T21:12:26.407437Z
svglib,pip,OSV Database,critical,CVE-2020-10799,,>=0,0.9.4,2021-05-06T18:52:01Z,,2024-10-28T14:44:52.885704Z
svglib,pip,OSV Database,unknown,CVE-2020-10799,,>=0,0.9.4,2020-03-20T23:15:00Z,,2023-11-08T04:02:01.152612Z
astropy,pip,OSV Database,high,CVE-2023-41334,,>=0,5.3.3,2024-03-18T20:26:33Z,,2025-02-18T05:28:19.358585Z
strawberry-graphql,pip,OSV Database,low,CVE-2025-22151,,>=0.182.0,0.257.0,2025-01-09T18:51:51Z,,2025-01-09T22:24:40.183267Z
strawberry-graphql,pip,OSV Database,moderate,CVE-2024-47082,,>=0,0.243.0,2024-09-25T18:21:19Z,,2025-01-21T18:36:29.645516Z
dparse,pip,OSV Database,high,CVE-2022-39280,,>=0,0.5.2,2022-09-27T15:28:00Z,,2024-11-20T05:25:43.051059Z
dparse,pip,OSV Database,unknown,CVE-2022-39280,,>=0,0.5.2,2022-10-06T18:16:00Z,,2023-11-08T04:10:17.529680Z
langchain-experimental,pip,OSV Database,critical,CVE-2024-21513,,>=0,0.0.21,2024-07-15T06:30:53Z,,2024-11-22T05:42:52.433938Z
langchain-experimental,pip,OSV Database,critical,CVE-2023-44467,,>=0,,2023-10-09T21:30:27Z,,2025-02-24T21:11:14.038277Z
langchain-experimental,pip,OSV Database,critical,CVE-2024-46946,,>=0.1.17,,2024-09-19T06:31:36Z,,2024-09-19T18:42:58.200753Z
langchain-experimental,pip,OSV Database,critical,CVE-2024-27444,,>=0,0.0.52,2024-02-26T18:30:31Z,,2024-08-06T18:45:46.213668Z
langchain-experimental,pip,OSV Database,high,CVE-2024-38459,,>=0,0.0.61,2024-06-16T15:30:44Z,,2024-07-05T22:04:11.161311Z
django-celery-results,pip,OSV Database,high,CVE-2020-17495,,>=0,2.4.0,2021-06-04T21:46:52Z,,2024-09-13T20:24:58.165561Z
django-celery-results,pip,OSV Database,unknown,CVE-2020-17495,,>=0,2.0.0,2020-08-11T21:15:00Z,,2023-11-08T04:02:41.879489Z
supervisor,pip,OSV Database,high,CVE-2017-11610,,>=0 >=3.1.0 >=3.2.0 >=3.3.0,3.0.1,2022-05-13T01:42:26Z,,2024-10-28T14:44:48.215197Z
supervisor,pip,OSV Database,unknown,CVE-2017-11610,,>=0 >=3.1 >=3.2 >=3.3,3.0.1,2017-08-23T14:29:00Z,,2023-11-08T03:58:49.782742Z
supervisor,pip,OSV Database,unknown,CVE-2019-12105,,>=0,4.0.3,2019-09-10T17:15:00Z,,2023-11-08T04:01:02.830789Z
tweepy,pip,OSV Database,moderate,CVE-2012-5825,,>=0,3.0,2022-05-17T01:38:35Z,,2024-11-18T23:01:15.491149Z
tweepy,pip,OSV Database,unknown,CVE-2012-5825,,>=0,2.3.1,2012-11-04T22:55:00Z,,2023-11-08T03:57:10.520009Z
autobahn,pip,OSV Database,moderate,CVE-2020-35678,,>=0,20.12.3,2021-04-20T16:13:45Z,,2024-09-04T19:45:48.865296Z
autobahn,pip,OSV Database,unknown,CVE-2020-35678,,>=0,20.12.3,2020-12-27T00:15:00Z,,2023-11-08T04:03:35.306822Z
yamale,pip,OSV Database,high,CVE-2021-38305,,>=0,3.0.8,2021-08-11T15:19:23Z,,2024-11-19T18:33:15.429434Z
yamale,pip,OSV Database,unknown,CVE-2021-38305,,>=0,3.0.8,2021-08-09T21:15:00Z,,2023-11-08T04:06:27.449217Z
asteval,pip,OSV Database,high,CVE-2025-24359,,>=0,1.0.6,2025-01-24T18:45:30Z,,2025-01-25T01:10:49.423163Z
asteval,pip,OSV Database,high,,,>=0,1.0.6,2025-01-23T22:33:48Z,,2025-01-23T22:45:51.703383Z
eth-abi,pip,OSV Database,moderate,,,>=0,5.0.1,2024-03-05T14:39:13Z,,2024-12-03T05:57:58.582376Z
eth-abi,pip,OSV Database,moderate,,,>=0,4.2.0,2023-11-24T16:54:11Z,,2024-11-28T05:27:22.642405Z
social-auth-app-django,pip,OSV Database,moderate,CVE-2024-32879,,>=0,5.4.1,2024-04-24T18:47:21Z,,2024-08-28T20:20:43.003278Z
social-auth-app-django,pip,OSV Database,moderate,CVE-2025-61783,,>=0,5.6.0,2025-10-09T17:08:05Z,,2025-10-13T16:03:18.035803Z
priority,pip,OSV Database,moderate,CVE-2016-6580,,>=0,1.2.0,2022-05-17T03:02:35Z,,2024-08-30T23:58:07.907253Z
priority,pip,OSV Database,unknown,CVE-2016-6580,,>=0,1.2.0,2017-01-10T15:59:00Z,,2024-08-30T23:58:07.907253Z
blosc2,pip,OSV Database,high,CVE-2020-29367,,>=0,0.1.7,2022-05-24T17:35:03Z,,2025-04-25T20:26:43.250232Z
xhtml2pdf,pip,OSV Database,moderate,CVE-2024-25885,,>=0,,2024-10-08T18:33:14Z,,2024-10-09T17:57:13.122150Z
mammoth,pip,OSV Database,moderate,CVE-2025-11849,,>=0.3.25,1.11.0,2025-10-17T06:31:11Z,,2025-10-17T18:27:42.736888Z
dspy,pip,OSV Database,moderate,CVE-2025-12695,,>=0,,2025-11-04T15:31:35Z,,2025-11-04T17:57:47.186221Z
llama-index-cli,pip,OSV Database,high,CVE-2025-1753,,>=0,0.4.1,2025-05-28T12:30:33Z,,2025-05-28T16:57:20.858410Z
kerberos,pip,OSV Database,critical,CVE-2015-3206,,>=0,,2022-05-14T01:46:42Z,,2024-09-27T16:13:38.329787Z
kerberos,pip,OSV Database,unknown,CVE-2015-3206,,>=0.0,,2017-08-25T18:29:00Z,,2024-02-23T21:13:18.674606Z
webargs,pip,OSV Database,high,CVE-2019-9710,,>=0,5.1.3,2019-03-12T15:16:12Z,,2025-08-04T21:12:40.126345Z
webargs,pip,OSV Database,high,CVE-2020-7965,,>=5.0.0 >=6.0.0b1,5.5.3,2021-04-07T21:06:30Z,,2024-11-19T15:50:22.620318Z
webargs,pip,OSV Database,unknown,CVE-2019-9710,,>=0,5.1.3,2019-03-12T02:29:00Z,,2023-11-08T04:01:47.527559Z
webargs,pip,OSV Database,unknown,CVE-2020-7965,,>=5.0.0,5.5.3,2020-01-29T15:15:00Z,,2023-11-08T04:04:12.236992Z
pyramid,pip,OSV Database,moderate,CVE-2023-40587,,>=2.0.0,2.0.2,2023-08-25T18:49:25Z,,2024-02-16T22:47:26.009457Z
aws-encryption-sdk,pip,OSV Database,high,CVE-2020-8897,,>=0,2.0.0,2021-10-12T16:01:12Z,,2024-09-04T19:31:40.614274Z
aws-encryption-sdk,pip,OSV Database,moderate,,,>=0 >=2.0.0,1.9.0,2021-06-01T21:17:53Z,,2024-12-02T05:55:27.847029Z
aws-encryption-sdk,pip,OSV Database,unknown,CVE-2020-8897,,>=0,2.0.0,2020-11-16T12:15:00Z,,2025-10-09T06:53:18.019386Z
check-jsonschema,pip,OSV Database,moderate,CVE-2024-53848,,>=0,0.30.0,2024-12-02T17:29:05Z,,2024-12-02T17:42:18.495140Z
sanic,pip,OSV Database,high,,,>=0.1.7,20.12.6,2022-02-16T22:57:57Z,,2024-12-05T05:30:48.003313Z
sanic,pip,OSV Database,high,CVE-2022-35920,,>=22.0.0 >=21.0.0 >=0,22.6.1,2022-08-06T05:21:19Z,,2023-11-08T04:09:52.674730Z
sanic,pip,OSV Database,high,CVE-2017-16762,,>=0,0.5.1,2022-05-17T00:19:52Z,,2024-10-25T20:25:48.690505Z
sanic,pip,OSV Database,unknown,CVE-2017-16762,,>=0,0.5.1,2017-11-10T09:29:00Z,,2024-04-22T23:11:37.054267Z
pykerberos,pip,OSV Database,critical,CVE-2015-3206,,>=0,1.1.6,2022-05-14T01:46:42Z,,2024-09-27T16:13:38.329787Z
pykerberos,pip,OSV Database,unknown,CVE-2015-3206,,>=0,1.1.6,2017-08-25T18:29:00Z,,2024-02-23T21:13:18.674606Z
pyxdg,pip,OSV Database,low,CVE-2014-1624,,>=0,0.26,2022-05-17T01:27:07Z,,2024-12-06T05:42:41.254164Z
pyxdg,pip,OSV Database,high,CVE-2019-12761,,>=0,0.26,2019-06-07T20:56:27Z,,2024-10-15T16:46:05.959430Z
pyxdg,pip,OSV Database,unknown,CVE-2014-1624,,>=0.25,0.26,2014-01-28T00:55:00Z,,2023-11-08T03:57:34.699452Z
pyxdg,pip,OSV Database,unknown,CVE-2019-12761,,>=0,0.26,2019-06-06T19:29:00Z,,2023-11-08T04:01:06.312371Z
tink,pip,OSV Database,unknown,CVE-2020-8929,,>=0,1.5.0,2020-10-19T13:15:00Z,,2023-11-08T04:04:19.465376Z
luigi,pip,OSV Database,high,CVE-2024-21542,,>=0,3.6.0,2024-12-10T06:31:40Z,,2025-02-11T00:57:17.596021Z
luigi,pip,OSV Database,high,CVE-2018-1000843,,>=0,2.8.0,2018-12-20T22:01:39Z,,2024-09-30T17:01:01.119720Z
luigi,pip,OSV Database,unknown,CVE-2018-1000843,,>=0,2.8.0,2018-12-20T15:29:00Z,,2023-11-08T03:59:40.867523Z
luigi,pip,OSV Database,unknown,CVE-2024-21542,,>=0,3.6.0,2024-12-10T05:15:07Z,,2025-01-14T05:57:07.876378Z
flask-restx,pip,OSV Database,high,CVE-2021-32838,,>=0,0.5.1,2021-09-08T15:41:15Z,,2024-09-20T18:01:37.069336Z
flask-restx,pip,OSV Database,unknown,CVE-2021-32838,,>=0,0.5.1,2021-09-20T18:15:00Z,,2023-11-08T04:06:01.923801Z
dnslib,pip,OSV Database,high,CVE-2022-22846,,>=0,0.9.17,2022-01-12T20:07:10Z,,2024-09-18T20:25:01.257498Z
dnslib,pip,OSV Database,unknown,CVE-2022-22846,,>=0,0.9.17,2022-01-10T14:12:00Z,,2023-11-08T04:08:14.013022Z
pdoc,pip,OSV Database,high,CVE-2024-38526,,>=0,14.5.1,2024-06-25T22:23:30Z,,2024-12-05T05:39:41.968124Z
pysaml2,pip,OSV Database,moderate,CVE-2021-21239,,>=0,6.5.0,2021-01-21T14:12:18Z,,2024-10-14T18:58:15.952095Z
pysaml2,pip,OSV Database,critical,CVE-2017-1000433,,>=0,4.5.0,2018-07-13T16:01:17Z,,2024-10-21T21:25:30.520963Z
pysaml2,pip,OSV Database,high,CVE-2016-10149,,>=0,4.5.0,2018-07-16T16:50:12Z,,2024-10-21T21:24:09.260581Z
pysaml2,pip,OSV Database,moderate,CVE-2017-1000246,,>=0,4.6.0,2018-07-16T16:50:30Z,,2024-10-14T18:49:14.919228Z
pysaml2,pip,OSV Database,moderate,CVE-2021-21238,,>=0,6.5.0,2021-01-21T14:12:16Z,,2024-10-14T18:58:14.512732Z
pysaml2,pip,OSV Database,critical,CVE-2016-10127,,>=0,4.5.0,2022-05-17T02:56:23Z,,2024-10-24T22:27:13.509187Z
pysaml2,pip,OSV Database,high,CVE-2020-5390,,>=0,5.0.0,2020-05-06T19:41:29Z,,2024-10-23T16:03:43.504436Z
pysaml2,pip,OSV Database,unknown,CVE-2016-10149,,>=0,4.5.0,2017-03-24T14:59:00Z,,2023-11-08T03:58:09.620583Z
pysaml2,pip,OSV Database,unknown,CVE-2017-1000246,,>=0,4.6.0,2017-11-17T04:29:00Z,,2023-11-08T03:58:44.721657Z
pysaml2,pip,OSV Database,unknown,CVE-2016-10127,,>=0,4.5.0,2017-03-03T15:59:00Z,,2023-11-08T03:58:09.559508Z
pysaml2,pip,OSV Database,unknown,CVE-2017-1000433,,>=0,4.5.0,2018-01-02T23:29:00Z,,2023-11-08T03:58:46.488294Z
pysaml2,pip,OSV Database,unknown,CVE-2020-5390,,>=0,5.0.0,2020-01-13T19:15:00Z,,2023-11-08T04:03:54.859289Z
